q,a
"В среднем домашнее хозяйство ведут 2,59 человек, а средний размер семьи — 3,32 человек.","В среднем домашнее хозяйство ведут две целых пятьдесят девять сотых человек, а средний размер семьи — три целых тридцать две сотых человек."
"Длина тела 5,5 мм.",Длина тела пяти целых пяти десятых мм.
"Плотность населения составляет 51,1 чел./км².",Плотность населения составляет пятидесяти одной целой одной десятой чел./км².
"Возраст звезды не менее 7,6 млрд лет.",Возраст звезды не менее семь целых шесть десятых млрд лет.
"Однако масса значительно меньше — всего 0,36 M⊕.",Однако масса значительно меньше — всего ноль целых тридцать шесть сотых M⊕.
"По этим данным была вычислена средняя плотность, оказавшаяся равной примерно 1,74 г/см3.","По этим данным была вычислена средняя плотность, оказавшаяся равной примерно одна целая семьдесят четыре сотых г/см3."
"Длина тела 1,3—1,9 мм.",Длина тела одной целой трёх десятых—одной целой девяти десятых мм.
"Занимает площадь 1,36 км².",Занимает площадь одной целой тридцати шести сотых км².
"Среднегодовая температура воздуха — 1,4 °С.",Среднегодовая температура воздуха — одна целая четыре десятых °С.
"0,04;",ноль целых четыре сотых;
"0,08;",ноль целых восемь сотых;
"Корабли были вооружены десятью орудиями 10,5 см SK L/40 в одиночных установках.",Корабли были вооружены десятью орудиями десяти целых пяти десятых см SK L/40 в одиночных установках.
"На испытаниях все семь кораблей превысили проектную скорость показав 23,1 — 23,4 узла, при этом турбинный «Любек» оказался самым медленным.","На испытаниях все семь кораблей превысили проектную скорость показав двадцать три целых одна десятая — двадцать три целых четыре десятых узла, при этом турбинный «Любек» оказался самым медленным."
"Занимает площадь 370,69 км².",Занимает площадь трёхсот семидесяти целых шестидесяти девяти сотых км².
"Площадь острова составляет 0,9 км2 .",Площадь острова составляет ноля целых девяти десятых км2 .
"Занимает площадь 2,38 км².",Занимает площадь двух целых тридцати восьми сотых км².
"Находится в 15,2 км к востоку от Палеха (16,4 км по автодорогам).",Находится в пятнадцать целых две десятых км к востоку от Палеха (шестнадцать целых четыре десятых км по автодорогам).
"Плотность населения составляет 12,00 человек на км2.",Плотность населения составляет двенадцати целых ноля сотых человек на км2.
"Расовый состав населения: белые — 98,39 %, афроамериканцы — 0,15 %, коренные американцы (индейцы) — 0,26 %, азиаты — 0,21 %, гавайцы — 0,03 %, представители других рас — 0,28 %, представители двух или более рас — 0,68 %.","Расовый состав населения: белые — девяносто восемь целых тридцать девять сотых %, афроамериканцы — ноль целых пятнадцать сотых %, коренные американцы (индейцы) — ноль целых двадцать шесть сотых %, азиаты — ноль целых двадцать одна сотая %, гавайцы — ноль целых три сотых %, представители других рас — ноль целых двадцать восемь сотых %, представители двух или более рас — ноль целых шестьдесят восемь сотых %."
"Испаноязычные составляли 0,93 % населения независимо от расы.",Испаноязычные составляли ноль целых девяносто три сотых % населения независимо от расы.
"Средний размер домашнего хозяйства составляет 2,48 человека, и средний размер семьи 3,01 человека.","Средний размер домашнего хозяйства составляет две целых сорок восемь сотых человека, и средний размер семьи три целых одна сотая человека."
"Уровень грамотности взрослого населения составлял 76,3 %, что выше среднеиндийского уровня (59,5 %).","Уровень грамотности взрослого населения составлял семьдесят шесть целых три десятых %, что выше среднеиндийского уровня (пятьдесят девять целых пять десятых %)."
"Доля городского населения составляла 22,2 %.",Доля городского населения составляла двадцать две целых две десятых %.
"Делим величину выработанной электроэнергии на  значение  потенциальной выработки с полной загрузкой установленной мощности за этот период и получаем 0,9.",Делим величину выработанной электроэнергии на  значение  потенциальной выработки с полной загрузкой установленной мощности за этот период и получаем ноль целых девять десятых.
"Атомная энергетика: 90,3 %",Атомная энергетика: девяносто целых три десятых %
Уголь: 63.8 %,Уголь: шестьдесят три целых восемь десятых %
"Тепловые электростанции на природном газе: 42,5 %",Тепловые электростанции на природном газе: сорок две целых пять десятых %
"Тепловые электростанции на нефти: 7,8 %",Тепловые электростанции на нефти: семь целых восемь десятых %
"Гидроэлектростанции: 39,8 %",Гидроэлектростанции: тридцать девять целых восемь десятых %
"Другие возобновляемые источники: 33,9 %Среди них:",Другие возобновляемые источники: тридцать три целых девять десятых %Среди них:
"ТЭС - 41,34%",ТЭС - сорок одна целая тридцать четыре сотых%
"ГЭС - 47,33%",ГЭС - сорок семь целых тридцать три сотых%
"АЭС - 81,47%",АЭС - восемьдесят одна целая сорок семь сотых%
"ВЭС - 27,47%",ВЭС - двадцать семь целых сорок семь сотых%
"СЭС - 15,08%",СЭС - пятнадцать целых восемь сотых%
"сельское хозяйство — 1,8 %",сельское хозяйство — одна целая восемь десятых %
"промышленность — 36,1 %",промышленность — тридцать шесть целых одна десятая %
"строительство — 2,6 %",строительство — две целых шесть десятых %
"торговля, транспорт и сфера услуг — 38,0 %","торговля, транспорт и сфера услуг — тридцать восемь целых ноль десятых %"
"Клуб также подписал многолетний контракт с тяжелым форвардом Крисом Уилкоксом и бывшими игроками «Пистонс» Беном Уоллесом (годовой контракт на 1,3 млн долларов) и защитником Чаки Эткинсом.",Клуб также подписал многолетний контракт с тяжелым форвардом Крисом Уилкоксом и бывшими игроками «Пистонс» Беном Уоллесом (годовой контракт на одна целая три десятых млн долларов) и защитником Чаки Эткинсом.
"Занимает площадь 7,20 км².",Занимает площадь семи целых двадцати сотых км².
"Šotkusa) — остановочный пункт и бывшая промежуточная железнодорожная станция Октябрьской железной дороги на 214,9 км Мурманской железной дороги.",Šotkusa) — остановочный пункт и бывшая промежуточная железнодорожная станция Октябрьской железной дороги на двухсот четырнадцати целых девяти десятых км Мурманской железной дороги.
"По решению суда Бёртон был обязан выплатить Лизе Мэри $ 5,4 миллиона.",По решению суда Бёртон был обязан выплатить Лизе Мэри $ пять целых четыре десятых миллиона.
—,—
"Занимает площадь 0,517 км².",Занимает площадь ноля целых пятисот семнадцати тысячных км².
"Ближайшая станция метрополитена (1,3 км) — «Садовая».",Ближайшая станция метрополитена (одна целая три десятых км) — «Садовая».
"Длина моста составляет 22,8 (25,0) м, ширина — 10,6 м.","Длина моста составляет двадцать две целых восемь десятых (двадцать пять целых ноль десятых) м, ширина — десять целых шесть десятых м."
"Среднегодовая температура воздуха — 2,1 °C.",Среднегодовая температура воздуха — две целых одна десятая °C.
"Кашан (фр. Cachan) — коммуна во Франции, 6,7 км к югу от Парижа, в округе л’Аи-ле-Роз, кантон Кашан.","Кашан (фр. Cachan) — коммуна во Франции, шесть целых семь десятых км к югу от Парижа, в округе л’Аи-ле-Роз, кантон Кашан."
"Действующий президент Александр Лукашенко переизбран, по официальной версии получив 79,67 % голосов.","Действующий президент Александр Лукашенко переизбран, по официальной версии получив семьдесят девять целых шестьдесят семь сотых % голосов."
"Вьетнам занимает первое место в мире по урожайности кофе: 2,4 тонны с гектара против 1,4 т/га у Бразилии, занимающей второе место по урожайности.","Вьетнам занимает первое место в мире по урожайности кофе: две целых четыре десятых тонны с гектара против одной целой четырёх десятых т/га у Бразилии, занимающей второе место по урожайности."
"Общий прирост населения составляет 1,5 %.",Общий прирост населения составляет одна целая пять десятых %.
"Плотность населения 539,2 человека на км².",Плотность населения пятисот тридцати девяти целых двух десятых человека на км².
"Расовый состав населения: белые - 93,5%, афроамериканцы - 2,8%, коренные американцы (индейцы) - 0,2%, азиаты - 1,2%, представители других рас - 0,7%, представители двух или более рас - 1,6%.","Расовый состав населения: белые - девяносто три целых пять десятых%, афроамериканцы - две целых восемь десятых%, коренные американцы (индейцы) - ноль целых две десятых%, азиаты - одна целая две десятых%, представители других рас - ноль целых семь десятых%, представители двух или более рас - одна целая шесть десятых%."
"Испаноязычные составляли 1,7% населения.",Испаноязычные составляли одна целая семь десятых% населения.
LG G Pad 7.0,LG G Pad семь целых ноль десятых
LG G Pad 8.0,LG G Pad восемь целых ноль десятых
LG G Pad 8.3,LG G Pad восемь целых три десятых
LG G Pad 10.1,LG G Pad десять целых одна десятая
"Среднегодовая температура воздуха — 3,4 °C.",Среднегодовая температура воздуха — три целых четыре десятых °C.
"Бюджет фильма составил 1,2 млрд рублей.",Бюджет фильма составил одна целая две десятых млрд рублей.
"Средняя температура июля — самого теплого месяца — около 16,5°.",Средняя температура июля — самого теплого месяца — около шестнадцать целых пять десятых°.
"Колёсная база: 2,2/2,5/2,8 метров",Колёсная база: две целых две десятых/две целых пять десятых/две целых восемь десятых метров
"Диаметр цилиндра: 85,7 мм",Диаметр цилиндра: восемьдесят пять целых семь десятых мм
"Ход поршня: 114,3 мм",Ход поршня: сто четырнадцать целых три десятых мм
"Jonga также имеет гражданский вариант, оснащённый дизельным двигателем Hino объёмом 4,0 л, но спрос на него был низким, в основном из-за цены и внешнего вида.","Jonga также имеет гражданский вариант, оснащённый дизельным двигателем Hino объёмом четырёх целых ноля десятых л, но спрос на него был низким, в основном из-за цены и внешнего вида."
"Большие же моторы объемом 4.2 дизель и 4.8 бензин - изначально специально разработанные для этой модели - получились очень удачными , а в плане ресурса пожалуй лучшими из моторов выпускаемых в новом тысячелетии.","Большие же моторы объемом четырёх целых двух десятых дизель и четыре целых восемь десятых бензин - изначально специально разработанные для этой модели - получились очень удачными , а в плане ресурса пожалуй лучшими из моторов выпускаемых в новом тысячелетии."
"Среднегодовая температура воздуха — +1,5 °C.",Среднегодовая температура воздуха — одна целая пять десятых °C.
"Занимает площадь 152,276 км².",Занимает площадь сто пятидесяти двух целых двухсот семидесяти шести тысячных км².
"Плотность населения — 45,2 чел./км².",Плотность населения — сорок пять целых две десятых чел./км².
"В студенческие годы он собрал внушительную коллекцию из более чем 1,5 тысяч  фильмов.",В студенческие годы он собрал внушительную коллекцию из более чем одна целая пять десятых тысяч  фильмов.
"Занимает площадь 2,66 км².",Занимает площадь двух целых шестидесяти шести сотых км².
"Особый кэп (m2,2,7GpppNp), характерный для малых ядерных РНК, был впервые обнаружен группой Харриса Буша.","Особый кэп (m2,2,7GpppNp), характерный для малых ядерных РНК, был впервые обнаружен группой Харриса Буша."
"Занимает площадь 58,97 км².",Занимает площадь пятидесяти восьми целых девяноста семи сотых км².
Version 22.0.,Version двадцать две целых ноль десятых.
"Территория была включена в состав избирательного округа Юго-Западной Англии и Консервативная партия получила 69,5 % голосов жителей, недовольных уступками британских лейбористов в вопросе о судьбе Гибралтара.","Территория была включена в состав избирательного округа Юго-Западной Англии и Консервативная партия получила шестьдесят девять целых пять десятых % голосов жителей, недовольных уступками британских лейбористов в вопросе о судьбе Гибралтара."
"На долю Прогрессивной демократической партии пришлись 4,36 % голосов и ни одного места в парламенте.",На долю Прогрессивной демократической партии пришлись четыре целых тридцать шесть сотых % голосов и ни одного места в парламенте.
"Германия (20,4 %);",Германия (двадцать целых четыре десятых %);
"Нидерланды (10,8 %);",Нидерланды (десять целых восемь десятых %);
"Польша (8,6 %);",Польша (восемь целых шесть десятых %);
"Франция (6,6 %);",Франция (шесть целых шесть десятых %);
"Италия (5,7 %);",Италия (пять целых семь десятых %);
"Кот-Д'Ивуар (4,5 %).",Кот-Д'Ивуар (четыре целых пять десятых %).
"Италия (13,4 %);",Италия (тринадцать целых четыре десятых %);
"США (13,3 %);",США (тринадцать целых три десятых %);
"Нидерланды (10,9 %);",Нидерланды (десять целых девять десятых %);
"Греция (8,5 %);",Греция (восемь целых пять десятых %);
"Россия (6,6 %);",Россия (шесть целых шесть десятых %);
"Великобритания (5,8 %);",Великобритания (пять целых восемь десятых %);
"Бельгия (4,4 %).",Бельгия (четыре целых четыре десятых %).
"Занимает площадь 1,44 км².",Занимает площадь одной целой сорока четырёх сотых км².
"Занимает площадь 5,16 км².",Занимает площадь пяти целых шестнадцати сотых км².
"Занимает площадь 13,07 км².",Занимает площадь тринадцати целых семи сотых км².
Так держать (недоступная ссылка) в газете «Час» от 18.09.2009,Так держать (недоступная ссылка) в газете «Час» от 18.09.2009
Глеб Коротеев:,Глеб Коротеев:
"Крупный пакет акций НАЗ (74,5 %) принадлежит ПАО «Компания „Сухой“», 25,5 % акций принадлежит ПАО «ОАК».","Крупный пакет акций НАЗ (семьдесят четыре целых пять десятых %) принадлежит ПАО «Компания „Сухой“», двадцать пять целых пять десятых % акций принадлежит ПАО «ОАК»."
"По этому поводу было продано 1,2 млн литров пива.",По этому поводу было продано одна целая две десятых млн литров пива.
"Максимальная перегрузка, действующая на посетителей — 5,2 g.","Максимальная перегрузка, действующая на посетителей — пять целых две десятых g."
"Высота конструкции — 38,5 метра.",Высота конструкции — тридцать восемь целых пять десятых метра.
"Оно выдерживается дольше, чем обычное светлое пиво, имеет ярко выраженный солодовый вкус и крепость от 5,8 до 6,3 %.","Оно выдерживается дольше, чем обычное светлое пиво, имеет ярко выраженный солодовый вкус и крепость от пяти целых восьми десятых до шесть целых три десятых %."
"Основным конкурентом Октоберфеста является штутгартский «Каннштаттер Фольксфест» (нем. Cannstatter Volksfest — Штутгартские народные гуляния), проводящийся примерно в то же время и привлекающий около 4,5 млн человек.","Основным конкурентом Октоберфеста является штутгартский «Каннштаттер Фольксфест» (нем. Cannstatter Volksfest — Штутгартские народные гуляния), проводящийся примерно в то же время и привлекающий около четыре целых пять десятых млн человек."
"Другие крупные праздники такого рода: Крангер Кирмес в городе Херне и Бремер Фраймаркт в Бремене (оба — по 4,4 млн посетителей), Грёсте Кирмес ам Райн в Дюссельдорфе (4,3 млн посетителей).","Другие крупные праздники такого рода: Крангер Кирмес в городе Херне и Бремер Фраймаркт в Бремене (оба — по четыре целых четыре десятых млн посетителей), Грёсте Кирмес ам Райн в Дюссельдорфе (четыре целых три десятых млн посетителей)."
"{\displaystyle (1,1)}",{\displaystyle (одна целая одна десятая)}
"Занимает площадь 6,71 км².",Занимает площадь шести целых семидесяти одной сотой км².
"Всего от жюри и телезрителей было получено 18,507 голосов.",Всего от жюри и телезрителей было получено восемнадцать целых пятьсот семь тысячных голосов.
"Всего от жюри и телезрителей было получено 38,094 голосов.",Всего от жюри и телезрителей было получено тридцать восемь целых девяносто четыре тысячных голосов.
"Публичное голосование в первом раунде зарегистрировало 76,807 голосов, в суперфинале — 90,417 голосов.","Публичное голосование в первом раунде зарегистрировало семидесяти шести целых восьмисот семи тысячных голосов, в суперфинале — девяносто целых четыреста семнадцать тысячных голосов."
"Безработный на бирже труда, Полтава 09.1919-02.1920;","Безработный на бирже труда, Полтава девять целых одна тысяча девятьсот девятнадцать десятитысячных-две целых одна тысяча девятьсот двадцать десятитысячных;"
"Пенсионер с 12.1952, Москва.","Пенсионер с двенадцатью целых одной тысячей девятьюстами пятьюдесятью двумя десятитысячных, Москва."
"Разведчик, старший группы разведки оперотделения ГПУ УССР, Харьков 02.27-12.1929;","Разведчик, старший группы разведки оперотделения ГПУ УССР, Харьков две целых двадцать семь сотых-двенадцать целых одна тысяча девятьсот двадцать девять десятитысячных;"
сотрудник МГБ СССР 06.1946-01.1948;,сотрудник МГБ СССР шесть целых одна тысяча девятьсот сорок шесть десятитысячных-одна целая одна тысяча девятьсот сорок восемь десятитысячных;
"начальник отдела управления охраны МГБ Моск.-Курск. ж.д., Москва 01.1948-10.1950;","начальник отдела управления охраны МГБ Моск.-Курск. ж.д., Москва одна целая одна тысяча девятьсот сорок восемь десятитысячных-десять целых одна тысяча девятьсот пятьдесят десятитысячных;"
в резерве управления кадров МГБ СССР 10.1950-04.1951;,в резерве управления кадров МГБ СССР десять целых одну тысячу девятьсот пятьдесят десятитысячных-четыре целых одну тысячу девятьсот пятьдесят одну десятитысячную;
"Кашира 04.1951-12.1952.Занимался борьбой с разведками ближневосточных, Скандинавских и среднеевропейских стран; агентурно-оперативной работой и спецмероприятиями в гостиницах и ресторанах, с использованием в оперативных целях ИККИ, МОПР, НКИД, Наркомата внешней торговли, Интуриста, Бюро по обслуживанию иностранцев, таможни; проводил агентурно-оперативную работу среди эсперантистов, филателистов и на «черной бирже»; занимался охраной дипломатического корпуса.","Кашира четыре целых одна тысяча девятьсот пятьдесят одна десятитысячная-12.1952.Занимался борьбой с разведками ближневосточных, Скандинавских и среднеевропейских стран; агентурно-оперативной работой и спецмероприятиями в гостиницах и ресторанах, с использованием в оперативных целях ИККИ, МОПР, НКИД, Наркомата внешней торговли, Интуриста, Бюро по обслуживанию иностранцев, таможни; проводил агентурно-оперативную работу среди эсперантистов, филателистов и на «черной бирже»; занимался охраной дипломатического корпуса."
"Среднегодовая температура воздуха — 3,8 °C.",Среднегодовая температура воздуха — три целых восемь десятых °C.
"Высота устья — 166,2 м над уровнем моря.",Высота устья — сто шестьдесят шесть целых две десятых м над уровнем моря.
"Занимает площадь 65,2 км².",Занимает площадь шестидесяти пяти целых двух десятых км².
"В 1,6 км от устья, по правому берегу реки впадает река Верхняя Речка.","В одной целой шести десятых км от устья, по правому берегу реки впадает река Верхняя Речка."
Исходные тексты zoo 2.10,Исходные тексты zoo две целых десять сотых
"Плотность населения составляет 98,7 чел./км².",Плотность населения составляет девяноста восьми целых семи десятых чел./км².
"Бэррес получил 2,500 долларов, распечатанный постер и бесплатные билеты в кино для себя и друзей.","Бэррес получил двух целых пятисот тысячных долларов, распечатанный постер и бесплатные билеты в кино для себя и друзей."
— arXiv:0712.1308.,— arXiv:семьсот двенадцать целых одна тысяча триста восемь десятитысячных.
"Среднегодовая температура воздуха — 2,6 °C.",Среднегодовая температура воздуха — две целых шесть десятых °C.
"Занимает площадь 593,962 км².",Занимает площадь пятисот девяноста трёх целых девятисот шестидесяти двух тысячных км².
"Плотность населения — 10,8 чел./км².",Плотность населения — десять целых восемь десятых чел./км².
"Средняя температура января составляет от −2,0°",Средняя температура января составляет от −две целых ноль десятых°
"С (на равнине) до −12,0°",С (на равнине) до −двенадцать целых ноль десятых°
"С (в горах), июля соответственно +25,0°","С (в горах), июля соответственно двадцать пять целых ноль десятых°"
"Июнь в среднем самый влажный месяц, выпадает больше всего осадков, и сильной жары в июне обычно не наблюдается (до +37,0° С).","Июнь в среднем самый влажный месяц, выпадает больше всего осадков, и сильной жары в июне обычно не наблюдается (до тридцать семь целых ноль десятых° С)."
"Средний возраст населения — 35,3 лет.",Средний возраст населения — тридцать пять целых три десятых лет.
"Медианный возраст населения — 32,8 лет.",Медианный возраст населения — тридцать две целых восемь десятых лет.
"Средний возраст мужчин — 33,4 лет.",Средний возраст мужчин — тридцать три целых четыре десятых лет.
"Медианный возраст мужчин — 30,8 лет.",Медианный возраст мужчин — тридцать целых восемь десятых лет.
"Средний возраст женщин — 36,9 лет.",Средний возраст женщин — тридцать шесть целых девять десятых лет.
"Медианный возраст женщин — 34,9 лет.",Медианный возраст женщин — тридцать четыре целых девять десятых лет.
"Аушигерская ГЭС (60,0 МВт;",Аушигерская ГЭС (шестьдесят целых ноль десятых МВт;
"222,0 млн кВт·ч в год),","двести двадцать две целых ноль десятых млн кВт·ч в год),"
"Кашхатау ГЭС (65,1 МВт;",Кашхатау ГЭС (шестьдесят пять целых одна десятая МВт;
"241,0 млн кВт·ч в год),","двести сорок одна целая ноль десятых млн кВт·ч в год),"
"Баксанская ГЭС (27,0 МВт;",Баксанская ГЭС (двадцать семь целых ноль десятых МВт;
"125,0 млн кВт·ч в год),","сто двадцать пять целых ноль десятых млн кВт·ч в год),"
"действует несколько малых ГЭС (общей мощностью 5,5 МВт и выработкой 14,9 млн кВт·ч в год),","действует несколько малых ГЭС (общей мощностью пяти целых пяти десятых МВт и выработкой четырнадцать целых девять десятых млн кВт·ч в год),"
"ведётся строительство Зарагижской (28,8 МВт) и Верхнебалкарской ГЭС (15,6 МВт),","ведётся строительство Зарагижской (двадцать восемь целых восемь десятых МВт) и Верхнебалкарской ГЭС (пятнадцать целых шесть десятых МВт),"
"Так, поголовье овец и коз возросло на 3,8%, коров — на 3,6%.","Так, поголовье овец и коз возросло на три целых восемь десятых%, коров — на три целых шесть десятых%."
"В том числе зерна пшеницы получено 155,8 тыс. тонн (+4,3%), кукурузы 965,6 тыс. тонн (+4,2%).","В том числе зерна пшеницы получено сто пятьдесят пять целых восемь десятых тыс. тонн (четыре целых три десятых%), кукурузы девятьсот шестьдесят пять целых шесть десятых тыс. тонн (четыре целых две десятых%)."
"Увеличению валового сбора способствовал рост урожайности зерновых, в среднем 56,7 ц/га (+3,5%).","Увеличению валового сбора способствовал рост урожайности зерновых, в среднем пятьдесят шесть целых семь десятых ц/га (три целых пять десятых%)."
High Definition Audio Specification Revision 1.0a (англ.).,High Definition Audio Specification Revision 1.0a (англ.).
"-33.96, диаметр 2,0 км, глубина 0,36 км.","-тридцать три целых девяносто шесть сотых, диаметр двух целых ноля десятых км, глубина ноля целых тридцати шести сотых км."
"«Итера» обосновывала задержку падением цен на рынке недвижимости в Минске по сравнению с докризисным периодом, из-за чего ожидаемая выручка от продаж недвижимости снизилась с 6,8 до 2,2 миллиардов долларов, а также отсутствием ряда декларированных, но не закреплённых указами преференций.","«Итера» обосновывала задержку падением цен на рынке недвижимости в Минске по сравнению с докризисным периодом, из-за чего ожидаемая выручка от продаж недвижимости снизилась с шести целых восьми десятых до две целых две десятых миллиардов долларов, а также отсутствием ряда декларированных, но не закреплённых указами преференций."
"V2 аналогично V1, только усилие для нажатия курка составляет 2,8 килограмма.","V2 аналогично V1, только усилие для нажатия курка составляет две целых восемь десятых килограмма."
"V4 аналогично V1, только усилие для нажатия курка составляет 3,3 килограмма.","V4 аналогично V1, только усилие для нажатия курка составляет три целых три десятых килограмма."
"Получил 100,1 центнера винограда с гектара на площади 4,8 гектара.",Получил сто целых одна десятая центнера винограда с гектара на площади четырёх целых восьми десятых гектара.
"0,8°",ноль целых восемь десятых°
"Занимает площадь 5,56 км².",Занимает площадь пяти целых пятидесяти шести сотых км².
"Скульптор потом повторил данный памятник в гипсовой копии высотой 2,5 метра, который показывался также на выставках в Москве и заслужил ряд наград.","Скульптор потом повторил данный памятник в гипсовой копии высотой двух целых пяти десятых метра, который показывался также на выставках в Москве и заслужил ряд наград."
"(55,8 %),","(пятьдесят пять целых восемь десятых %),"
"(16,1 %),","(шестнадцать целых одна десятая %),"
"(10,1 %),","(десять целых одна десятая %),"
"(5,9 %),","(пять целых девять десятых %),"
"(4,6 %),","(четыре целых шесть десятых %),"
"(2,0 %),","(две целых ноль десятых %),"
"(1,9 %),","(одна целая девять десятых %),"
"(1,6 %)",(одна целая шесть десятых %)
"Для установки фотоаппаратов на телескопы часто используется унифицированные Т-адаптеры, состоящие из двух устройств: переходника 1,25""-Т2, вставляющегося в фокусёр телескопа, и прикручиваемого к нему адаптера на соответствующий байонет камеры: Т2-Sony alpha, T2-Canon, T2-Nikon, T2-M42.","Для установки фотоаппаратов на телескопы часто используется унифицированные Т-адаптеры, состоящие из двух устройств: переходника одна целая двадцать пять сотых""-Т2, вставляющегося в фокусёр телескопа, и прикручиваемого к нему адаптера на соответствующий байонет камеры: Т2-Sony alpha, T2-Canon, T2-Nikon, T2-M42."
"Пионером в области астрофотографии объектов глубокого космоса был Эндрю Коммон, который установил в своей частной обсерватории телескоп диаметром 0,51 м для съёмки слабых туманных объектов.","Пионером в области астрофотографии объектов глубокого космоса был Эндрю Коммон, который установил в своей частной обсерватории телескоп диаметром ноля целых пятидесяти одной сотой м для съёмки слабых туманных объектов."
"протяжённость 2,25 км.",протяжённость двух целых двадцати пяти сотых км.
"Сад скульптур площадью 1,9 тыс. м² представляет собой парковую зону, предназначенную для постоянной или временной демонстрации скульптур местных и зарубежных художников.","Сад скульптур площадью одна целая девять десятых тыс. м² представляет собой парковую зону, предназначенную для постоянной или временной демонстрации скульптур местных и зарубежных художников."
"Суммарные потери среди генералов от общего числа генералов — 32,7 %.",Суммарные потери среди генералов от общего числа генералов — тридцать две целых семь десятых %.
"Суммарные потери среди генералов от общего числа генералов и маршалов — 31,1 %.",Суммарные потери среди генералов от общего числа генералов и маршалов — тридцать одна целая одна десятая %.
"Занимает площадь 11,64 км².",Занимает площадь одиннадцати целых шестидесяти четырёх сотых км².
"Red-necked Avocet (Recurvirostra novaehollandiae), version 1.0.","Red-necked Avocet (Recurvirostra novaehollandiae), version одна целая ноль десятых."
"Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.renavo1.01","Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.renavo1.01"
"Эпсилон Возничего — затменно-двойная звезда, состоящая из яркой старой звезды (сверхгигант спектрального класса F0), и невидимого компаньона, который, как предполагается в настоящее время, является звездой класса B.","Эпсилон Возничего — затменно-двойная звезда, состоящая из яркой старой звезды (сверхгигант спектрального класса F0), и невидимого компаньона, который, как предполагается в настоящее время, является звездой класса B."
"Эти два компонента затмевают друг друга каждые 27,1 лет, и каждое затмение длится приблизительно два года.","Эти два компонента затмевают друг друга каждые двадцати семи целых одной десятой лет, и каждое затмение длится приблизительно два года."
"Видимый блеск величайшей из звезд близок к 16m, а угловое расстояние её от соседа 0,03"".","Видимый блеск величайшей из звезд близок к 16m, а угловое расстояние её от соседа ноля целых трёх сотых""."
"Занимает площадь 7,47 км².",Занимает площадь семи целых сорока семи сотых км².
"Площадь округа составляет 2489,1 км².",Площадь округа составляет двух тысячи четырёхсот восьмидесяти девяти целых одной десятой км².
0.67,ноль целых шестьдесят семь сотых
{\displaystyle x=0.67D_{0}{\sqrt {\frac {P_{0}}{P_{1}}}}},{\displaystyle x=0.67D_{0}{\sqrt {\frac {P_{0}}{P_{1}}}}}
Как всё начиналось:,Как всё начиналось:
"Занимает площадь 17,90 км².",Занимает площадь семнадцати целых девяноста сотых км².
1.5 года стажировался в США.,одна целая пять десятых года стажировался в США.
"Среднегодовая температура воздуха составляет 0,6 °С.",Среднегодовая температура воздуха составляет ноль целых шесть десятых °С.
"Средняя температура воздуха самого тёплого месяца (июля) составляет 16,7 °C; самого холодного (января) — −14,7 °C.",Средняя температура воздуха самого тёплого месяца (июля) составляет шестнадцати целых семи десятых °C; самого холодного (января) — −четырнадцать целых семь десятых °C.
"Многие опасались роста безработицы после окончания войны, но в штате занятость сократилась всего на 7.7%, а вскоре удалось вернуть полную занятость.","Многие опасались роста безработицы после окончания войны, но в штате занятость сократилась всего на семь целых семь десятых%, а вскоре удалось вернуть полную занятость."
"Занимает площадь 32,91 км².",Занимает площадь тридцати двух целых девяноста одной сотой км².
"Типичными переделками были удаление откидных верхов, капотов, бамперов, ветровых стёкол, заменялся либо настраивался двигатель (вплоть до V8 рабочим объёмом 6,6 л (400cu), устанавливались более широкие задние колеса и шины.","Типичными переделками были удаление откидных верхов, капотов, бамперов, ветровых стёкол, заменялся либо настраивался двигатель (вплоть до V8 рабочим объёмом шести целых шести десятых л (400cu), устанавливались более широкие задние колеса и шины."
"Он принял участие в чемпионате Европы в Амстердаме, где вышел в полуфинал, выиграв со временем 10,19, что стало новым юношеским рекордом Италии.","Он принял участие в чемпионате Европы в Амстердаме, где вышел в полуфинал, выиграв со временем десятью целых девятнадцатью сотых, что стало новым юношеским рекордом Италии."
"Однако ему не удалось выйти в финал на 0,03 секунды.",Однако ему не удалось выйти в финал на ноль целых три сотых секунды.
"Ной Лайлс (10,17).",Ной Лайлс (десять целых семнадцать сотых).
"По итогам голосования больше всего избирателей поддержали первого заместителя гендиректора ОАО «Краснодарглавснаб» Николая Кондратенко (57,17 %).",По итогам голосования больше всего избирателей поддержали первого заместителя гендиректора ОАО «Краснодарглавснаб» Николая Кондратенко (пятьдесят семь целых семнадцать сотых %).
"Егоров оказался на втором месте с результатом 24,75 %, третье место занял президент ОАО «Кубаньхлебпродукт» Виктор Крохмаль (7,79 %).","Егоров оказался на втором месте с результатом двадцать четыре целых семьдесят пять сотых %, третье место занял президент ОАО «Кубаньхлебпродукт» Виктор Крохмаль (семь целых семьдесят девять сотых %)."
"Против всех высказались 2,30 %.",Против всех высказались две целых тридцать сотых %.
