q,a
"Наступление французов было отбито, при этом французская армия понесла чудовищные потери (более 90.000 человек), при этом не сумев занять даже первую линию обороны немцев.","Наступление французов было отбито, при этом французская армия понесла чудовищные потери (более девяноста целых ноля тысячных человек), при этом не сумев занять даже первую линию обороны немцев."
"Последователи Абд ал-Вахид-ишана Маматшукурова общим количеством около 1,5 тыс. человек два раза в год во время празднования маулида и в начале месяца рамадан собираются в доме его сыновей.",Последователи Абд ал-Вахид-ишана Маматшукурова общим количеством около одна целая пять десятых тыс. человек два раза в год во время празднования маулида и в начале месяца рамадан собираются в доме его сыновей.
"8,9 % населения Оклахомы были латиноамериканского или испанского происхождения.",восемь целых девять десятых % населения Оклахомы были латиноамериканского или испанского происхождения.
"Женщины составляли 50,5 % населения.",Женщины составляли пятьдесят целых пять десятых % населения.
"Правом голоса обладают 4,95 миллиона человек.",Правом голоса обладают четыре целых девяносто пять сотых миллиона человек.
"Явка составила 50,14 % от общего числа зарегистрированных избирателей.",Явка составила пятьдесят целых четырнадцать сотых % от общего числа зарегистрированных избирателей.
"Общая численность рабочих предприятия достигала 1,5 тыс. человек.",Общая численность рабочих предприятия достигала одна целая пять десятых тыс. человек.
"Мост через Кольский залив (≈1,6 км.)",Мост через Кольский залив (≈одной целой шести десятых км.)
"Большой Обуховский мост через Неву (≈2,8 км.)",Большой Обуховский мост через Неву (≈две целых восемь десятых км.)
"Мост через Волхов в деревне Котовицы (≈2,2 км.)",Мост через Волхов в деревне Котовицы (≈две целых две десятых км.)
"Мост и дамба через Иваньковское водохранилище (≈1,2 км.)",Мост и дамба через Иваньковское водохранилище (≈одной целой двух десятых км.)
"Дамба через Днепровское водохранилище (≈3,6 км.)",Дамба через Днепровское водохранилище (≈три целых шесть десятых км.)
"Занимает площадь 445,599 км².",Занимает площадь четырёхсот сорока пяти целых пятисот девяноста девяти тысячных км².
"Плотность населения — 4,74 чел./км².",Плотность населения — четыре целых семьдесят четыре сотых чел./км².
"Эти контракты затем продавались на открытом мировом рынке, а продавец удерживал от $0,15 до $0,50 за каждый баррель проданной нефти.","Эти контракты затем продавались на открытом мировом рынке, а продавец удерживал от $ноль целых пятнадцать сотых до $ноль целых пятьдесят сотых за каждый баррель проданной нефти."
"ГКУ полагает, что режим Саддама Хусейна незаконно заработал $10,1 млрд.","ГКУ полагает, что режим Саддама Хусейна незаконно заработал $десять целых одна десятая млрд."
"Сюда входит $5,7 млрд от контрабанды нефти и 4,4 млрд долларов от незаконных наценок.",Сюда входит $пять целых семь десятых млрд от контрабанды нефти и четыре целых четыре десятых млрд долларов от незаконных наценок.
"Комитет Палаты представителей США по международным отношениям также изучал программу и обнаружил, что деньги направлялись семьям палестинских террористов-смертников, суммами от $15,000 до $25,000.","Комитет Палаты представителей США по международным отношениям также изучал программу и обнаружил, что деньги направлялись семьям палестинских террористов-смертников, суммами от $пятнадцать целых ноль тысячных до $двадцать пять целых ноль тысячных."
"Внутренние отчеты Иракской государственной организации по сбыту нефти, а также интервью с бывшими иракскими должностными лицами, участвовавшими в незаконных нефтяных сделках, свидетельствуют о том, что Севан получил право поставки 7,3 млн баррелей нефти для зарегистрированной в Панаме компании.","Внутренние отчеты Иракской государственной организации по сбыту нефти, а также интервью с бывшими иракскими должностными лицами, участвовавшими в незаконных нефтяных сделках, свидетельствуют о том, что Севан получил право поставки семь целых три десятых млн баррелей нефти для зарегистрированной в Панаме компании."
"Доклад назвал поведение Севана «этически неправильным», отметив, что Севан получал крупные денежные выплаты в $ 160,000 долларов за каждый год, когда он руководил программой.","Доклад назвал поведение Севана «этически неправильным», отметив, что Севан получал крупные денежные выплаты в $ сто шестидесяти целых ноля тысячных долларов за каждый год, когда он руководил программой."
"Вес: Маргарито 66,70 кг;",Вес: Маргарито шестидесяти шести целых семидесяти сотых кг;
"Диас 66,50 кг",Диас шестидесяти шести целых пятидесяти сотых кг
"Вес: Сантос 69,90 кг;",Вес: Сантос шестидесяти девяти целых девяноста сотых кг;
"Маргарито 69,40 кг",Маргарито шестидесяти девяти целых сорока сотых кг
"Вес: Маргарито 66,50 кг;",Вес: Маргарито шестидесяти шести целых пятидесяти сотых кг;
"Гомес 66,70 кг",Гомес шестидесяти шести целых семидесяти сотых кг
"Вес: Маргарито 66,10 кг;",Вес: Маргарито шестидесяти шести целых десяти сотых кг;
"Уильямс 66,00 кг",Уильямс шестидесяти шести целых ноля сотых кг
"Вес: Маргарито 66,30 кг;",Вес: Маргарито шестидесяти шести целых тридцати сотых кг;
"Джонсон 66,70 кг",Джонсон шестидесяти шести целых семидесяти сотых кг
"Вес: Синтрон 66,50 кг;",Вес: Синтрон шестидесяти шести целых пятидесяти сотых кг;
"Маргарито 66,50 кг",Маргарито шестидесяти шести целых пятидесяти сотых кг
"Занимает площадь 61,2 км².",Занимает площадь шестидесяти одной целой двух десятых км².
"Погребальная урна с большим количеством остатков сожжённых костей и пепла находилась в 0,6-0,9 м от могилы.",Погребальная урна с большим количеством остатков сожжённых костей и пепла находилась в ноль целых шесть десятых-ноль целых девять десятых м от могилы.
"Safronovka, Сафроновка) — исчезнувшее село в Первомайском районе Республики Крым, располагавшееся в северной части района, в степной части Крыма, примерно в 2,5 километрах севернее современного села Гришино.","Safronovka, Сафроновка) — исчезнувшее село в Первомайском районе Республики Крым, располагавшееся в северной части района, в степной части Крыма, примерно в две целых пять десятых километрах севернее современного села Гришино."
"На территории волости расположены Чёрное или Вязковское (8,8 км², глубиной до 5,2 м) и Щирское озеро (8,2 км², глубиной до 11,5 м) и др.","На территории волости расположены Чёрное или Вязковское (восемь целых восемь десятых км², глубиной до пяти целых двух десятых м) и Щирское озеро (восемь целых две десятых км², глубиной до одиннадцати целых пяти десятых м) и др."
"Занимает площадь 15,23 км².",Занимает площадь пятнадцати целых двадцати трёх сотых км².
"Среднегодовая многолетняя температура воздуха составляет 3,7 °С.",Среднегодовая многолетняя температура воздуха составляет три целых семь десятых °С.
"Средняя многолетняя температура самого холодного месяца (января) составляет −8,7 — −7,9 °С; самого тёплого месяца (июля) — 16,9 — 17,8 °C.",Средняя многолетняя температура самого холодного месяца (января) составляет −восемь целых семь десятых — −семь целых девять десятых °С; самого тёплого месяца (июля) — шестнадцать целых девять десятых — семнадцать целых восемь десятых °C.
"Далее течёт через озеро Мейжис (площадь озера — 32,7 га) и продолжает течь в северо-западном направлении.",Далее течёт через озеро Мейжис (площадь озера — тридцать две целых семь десятых га) и продолжает течь в северо-западном направлении.
"Впадает в Вадаксте у деревни Лецкава, в 3,3 км от её впадения в реку Вента.","Впадает в Вадаксте у деревни Лецкава, в три целых три десятых км от её впадения в реку Вента."
"Среднегодовая температура воздуха — 3,4 °C.",Среднегодовая температура воздуха — три целых четыре десятых °C.
"Среднегодовая температура воздуха составляет +4,6 °C.",Среднегодовая температура воздуха составляет четыре целых шесть десятых °C.
"Средняя температура января −8,5 °C, средняя температура июля +18,5 °C.","Средняя температура января −восемь целых пять десятых °C, средняя температура июля +1восемь целых пять десятых °C."
"земли особо охраняемых территорий — 0,5 га.",земли особо охраняемых территорий — ноль целых пять десятых га.
"Первый из них, «Передовик», был создан в деревне Пичугино, в 1,5 км от Решмы.","Первый из них, «Передовик», был создан в деревне Пичугино, в одну целую пять десятых км от Решмы."
"масса Луны — 73,46 Иг.",масса Луны — семьдесят три целых сорок шесть сотых Иг.
"полная мощность, излучаемая Солнцем, — 382,8 ИВт","полная мощность, излучаемая Солнцем, — триста восемьдесят две целых восемь десятых ИВт"
"Статьёй 127.3 Конституции СССР устанавливалось, что Президент СССР возглавляет Совет безопасности СССР, на который возлагается выработка рекомендаций по проведению в жизнь общесоюзной политики в области обороны страны, поддержанию её надежной государственной, экономической и экологической безопасности, преодолению последствий стихийных бедствий и других чрезвычайных ситуаций, обеспечению стабильности и правового порядка в обществе.","Статьёй сто двадцатью семью целых тремя десятых Конституции СССР устанавливалось, что Президент СССР возглавляет Совет безопасности СССР, на который возлагается выработка рекомендаций по проведению в жизнь общесоюзной политики в области обороны страны, поддержанию её надежной государственной, экономической и экологической безопасности, преодолению последствий стихийных бедствий и других чрезвычайных ситуаций, обеспечению стабильности и правового порядка в обществе."
"Поводом для опроса стало объявление посольством США в Сербии награды в размере 1,3 миллионов евро за любую информацию о местонахождении Младича.",Поводом для опроса стало объявление посольством США в Сербии награды в размере одна целая три десятых миллионов евро за любую информацию о местонахождении Младича.
"Занимает площадь 3,143 км².",Занимает площадь трёх целых сто сорока трёх тысячных км².
"Занимает площадь 68,72 км².",Занимает площадь шестидесяти восьми целых семидесяти двух сотых км².
"Тиссеранов параметр относительно Юпитера — 3,329.",Тиссеранов параметр относительно Юпитера — три целых триста двадцать девять тысячных.
"Занимает площадь 25,72 км².",Занимает площадь двадцати пяти целых семидесяти двух сотых км².
"Площадь округа составляет 408,8 га.",Площадь округа составляет четырёхсот восьми целых восьми десятых га.
"Это составляет 2,6 % населения Парижа.",Это составляет две целых шесть десятых % населения Парижа.
"Признаки указанных преступлений сотрудники ФСБ обнаружили в статье «Роль женщины в Джихаде» Юсуфа аль-Ийери — главы аравийского филиала международной террористической организации «Аль-Каида», которую разместила на сайте Исламского комитета, зарегистрированного на имя Джемаля Орхана Гейдароглы, помощник председателя «Исламского комитета» Татьяна Тарасова (признанной впоследствии виновной по ст. 205.2 УК РФ).","Признаки указанных преступлений сотрудники ФСБ обнаружили в статье «Роль женщины в Джихаде» Юсуфа аль-Ийери — главы аравийского филиала международной террористической организации «Аль-Каида», которую разместила на сайте Исламского комитета, зарегистрированного на имя Джемаля Орхана Гейдароглы, помощник председателя «Исламского комитета» Татьяна Тарасова (признанной впоследствии виновной по ст. двумстам пяти целых двум десятых УК РФ)."
"Мелкие шаровидной формы членистоногие (длина 1,3 мм).",Мелкие шаровидной формы членистоногие (длина одной целой трёх десятых мм).
"При Карле Эгоне I рядом с замком, в долине ручья Лида, был найден величайший кельтский клад золотых изделий, состоявший из 42,5 кг золотых монет.","При Карле Эгоне I рядом с замком, в долине ручья Лида, был найден величайший кельтский клад золотых изделий, состоявший из сорока двух целых пяти десятых кг золотых монет."
"Время проведения процедур томотерапии отличается от длительности обычной лучевой терапии (например, время процедуры при лечении рака простаты с помощью томотерапии может составлять всего 6,5 минут).","Время проведения процедур томотерапии отличается от длительности обычной лучевой терапии (например, время процедуры при лечении рака простаты с помощью томотерапии может составлять всего шести целых пяти десятых минут)."
"Экспозиционная территория выставки площадью 23,1 га была сформирована вдоль центральной оси, проходившей от главного входа у Большого дворца (Гран-Пале) через мост Александра III к Дому инвалидов.","Экспозиционная территория выставки площадью двадцати трёх целых одной десятой га была сформирована вдоль центральной оси, проходившей от главного входа у Большого дворца (Гран-Пале) через мост Александра III к Дому инвалидов."
"{\displaystyle {\begin{matrix}R_{0}={\bigl (}{\begin{smallmatrix}1&0\\[0.2em]0&1\end{smallmatrix}}{\bigr )},&R_{1}={\bigl (}{\begin{smallmatrix}0&-1\\[0.2em]1&0\end{smallmatrix}}{\bigr )},&R_{2}={\bigl (}{\begin{smallmatrix}-1&0\\[0.2em]0&-1\end{smallmatrix}}{\bigr )},&R_{3}={\bigl (}{\begin{smallmatrix}0&1\\[0.2em]-1&0\end{smallmatrix}}{\bigr )},\\[1em]S_{0}={\bigl (}{\begin{smallmatrix}1&0\\[0.2em]0&-1\end{smallmatrix}}{\bigr )},&S_{1}={\bigl (}{\begin{smallmatrix}0&1\\[0.2em]1&0\end{smallmatrix}}{\bigr )},&S_{2}={\bigl (}{\begin{smallmatrix}-1&0\\[0.2em]0&1\end{smallmatrix}}{\bigr )},&S_{3}={\bigl (}{\begin{smallmatrix}0&-1\\[0.2em]-1&0\end{smallmatrix}}{\bigr )}.\end{matrix}}}","{\displaystyle {\begin{matrix}R_{0}={\bigl (}{\begin{smallmatrix}1&0\\[0.2em]0&1\end{smallmatrix}}{\bigr )},&R_{1}={\bigl (}{\begin{smallmatrix}0&-1\\[0.2em]1&0\end{smallmatrix}}{\bigr )},&R_{2}={\bigl (}{\begin{smallmatrix}-1&0\\[0.2em]0&-1\end{smallmatrix}}{\bigr )},&R_{3}={\bigl (}{\begin{smallmatrix}0&1\\[0.2em]-1&0\end{smallmatrix}}{\bigr )},\\[1em]S_{0}={\bigl (}{\begin{smallmatrix}1&0\\[0.2em]0&-1\end{smallmatrix}}{\bigr )},&S_{1}={\bigl (}{\begin{smallmatrix}0&1\\[0.2em]1&0\end{smallmatrix}}{\bigr )},&S_{2}={\bigl (}{\begin{smallmatrix}-1&0\\[0.2em]0&1\end{smallmatrix}}{\bigr )},&S_{3}={\bigl (}{\begin{smallmatrix}0&-1\\[0.2em]-1&0\end{smallmatrix}}{\bigr )}.\end{matrix}}}"
"Занимает площадь 2,552 км².",Занимает площадь двух целых пятисот пятидесяти двух тысячных км².
"По форме крепость представляет собой четырёхугольник (193,5 м на 133,5 м).",По форме крепость представляет собой четырёхугольник (сто девяносто три целых пять десятых м на сто тридцати трёх целых пяти десятых м).
"Объявление типа документа, или DOCTYPE, представляет собой инструкцию, которая связывает конкретный документ XML или SGML (например, веб-страницу) с определением типа документа (DTD) (например, формальное определение конкретной версии HTML 2.0 — 4.0).","Объявление типа документа, или DOCTYPE, представляет собой инструкцию, которая связывает конкретный документ XML или SGML (например, веб-страницу) с определением типа документа (DTD) (например, формальное определение конкретной версии HTML двух целых ноля десятых — четыре целых ноль десятых)."
"Занимает площадь 0,381 км².",Занимает площадь ноля целых трёхсот восьмидесяти одной тысячной км².
"Астронавты установили в месте посадки флаг США, разместили комплект научных приборов и собрали 21,55 кг образцов лунного грунта, которые были доставлены на Землю.","Астронавты установили в месте посадки флаг США, разместили комплект научных приборов и собрали двадцати одной целой пятидесяти пяти сотых кг образцов лунного грунта, которые были доставлены на Землю."
"В ходе миссии совершил три выхода в космос общей продолжительностью 5,5 часа.",В ходе миссии совершил три выхода в космос общей продолжительностью пяти целых пяти десятых часа.
"Система контроля за работой двигателей засекла возгорание, но через 68,7 секунды после старта выдала ошибочную команду на выключение всех двигателей.","Система контроля за работой двигателей засекла возгорание, но через шестьдесят восемь целых семь десятых секунды после старта выдала ошибочную команду на выключение всех двигателей."
"Хьюстон сообщил им, что они находятся на эллиптической орбите, близкой к расчётной, с периселением 114,1 км и апоселением 313,9 км.","Хьюстон сообщил им, что они находятся на эллиптической орбите, близкой к расчётной, с периселением сто четырнадцати целых одной десятой км и апоселением трёхсот тринадцати целых девяти десятых км."
"На высоте 1,5 км при скорости снижения 30,5 м/с Армстронг на некоторое время отключил автоматический режим, чтобы сделать пробную корректировку ориентации, всё работало нормально.","На высоте одной целой пяти десятых км при скорости снижения тридцати целых пяти десятых м/с Армстронг на некоторое время отключил автоматический режим, чтобы сделать пробную корректировку ориентации, всё работало нормально."
"Синий сигнал контакта означал, что лунной поверхности коснулся как минимум один из щупов длиной 1,73 м, которые крепились к трём из четырёх опор (кроме той, где была лестница).","Синий сигнал контакта означал, что лунной поверхности коснулся как минимум один из щупов длиной одной целой семидесяти трёх сотых м, которые крепились к трём из четырёх опор (кроме той, где была лестница)."
"Через 1,5 секунды после этого Армстронг заглушил двигатель.",Через одна целая пять десятых секунды после этого Армстронг заглушил двигатель.
"Ноги утопали в нём совсем немного, не более, чем на 0,3 см.","Ноги утопали в нём совсем немного, не более, чем на ноль целых три десятых см."
Но Армстронг мог видеть свои следы на поверхности.,Но Армстронг мог видеть свои следы на поверхности.
"По наблюдениям Армстронга, двигатель посадочной ступени не оставил никакого кратера на поверхности, между колоколом сопла и грунтом около 0,3 м, и лунный модуль стоял на очень ровном месте.","По наблюдениям Армстронга, двигатель посадочной ступени не оставил никакого кратера на поверхности, между колоколом сопла и грунтом около ноля целых трёх десятых м, и лунный модуль стоял на очень ровном месте."
"Масса аварийного образца составила 1015,29 г.",Масса аварийного образца составила одна тысяча пятнадцать целых двадцать девять сотых г.
"Он присел низко, как мог, и, оттолкнувшись обеими ногами и придерживаясь руками за лестницу с боков, запрыгнул сразу на третью ступеньку (высота около 1,5 м).","Он присел низко, как мог, и, оттолкнувшись обеими ногами и придерживаясь руками за лестницу с боков, запрыгнул сразу на третью ступеньку (высота около одной целой пяти десятых м)."
"В общей сложности было собрано 21,55 кг образцов лунной породы.",В общей сложности было собрано двадцать одна целая пятьдесят пять сотых кг образцов лунной породы.
"Лунный модуль перешёл на почти круговую орбиту, периселений которой поднялся до 83,3 км.","Лунный модуль перешёл на почти круговую орбиту, периселений которой поднялся до восьмидесяти трёх целых трёх десятых км."
"Тем временем «Хорнет» сократил расстояние до места посадки примерно до 1,5 км.",Тем временем «Хорнет» сократил расстояние до места посадки примерно до одной целой пяти десятых км.
"В Чикаго астронавтов приветствовали 3,5 млн человек.",В Чикаго астронавтов приветствовали три целых пять десятых млн человек.
"Более тщательные исследования «дали основания полагать, что Луна образовалась по меньшей мере 4,6 млрд лет назад».","Более тщательные исследования «дали основания полагать, что Луна образовалась по меньшей мере четырём целых шести десятых млрд лет назад»."
"В частности, анализ образцов с помощью калий-аргонового датирования установил, что возраст пород из Океана Бурь составляет примерно 2,3—2,5 млрд лет.","В частности, анализ образцов с помощью калий-аргонового датирования установил, что возраст пород из Океана Бурь составляет примерно две целых три десятых—две целых пять десятых млрд лет."
"«Энн» (без даты), масло, дерево, 47,5 x 34,2 сантиметров, Центр Лаури, № CAL064.","«Энн» (без даты), масло, дерево, сорок семь целых пять десятых x тридцать четыре целых две десятых сантиметров, Центр Лаури, № CAL064."
"Ближайшая станция метрополитена (1,3 км) — «Садовая».",Ближайшая станция метрополитена (одна целая три десятых км) — «Садовая».
"Полная ширина моста была 21,2 м (из них ширина проезжей части в 15,3 м и два тротуара по 2,95 м).",Полная ширина моста была двадцать одна целая две десятых м (из них ширина проезжей части в пятнадцать целых три десятых м и два тротуара по двум целых девяноста пяти сотых м).
"Ширина моста была увеличена до 23,5 м за счёт выноса тротуаров на консоли.",Ширина моста была увеличена до двадцати трёх целых пяти десятых м за счёт выноса тротуаров на консоли.
"Расчётный пролёт арки l = 21,1 м, подъём f = 1,688 м.","Расчётный пролёт арки l = двадцать одна целая одна десятая м, подъём f = одна целая шестьсот восемьдесят восемь тысячных м."
"Длина моста составляет 35,8 (41,5) м, ширина моста в осях перил — 23,5 м.","Длина моста составляет тридцать пять целых восемь десятых (сорок одна целая пять десятых) м, ширина моста в осях перил — двадцать три целых пять десятых м."
"За десять лет благоустройства земельные власти вложили в Хольпе 2,1 млн. немецких марок.",За десять лет благоустройства земельные власти вложили в Хольпе две целых одна десятая млн. немецких марок.
"Коммуна занимает площадь 11,69 км².",Коммуна занимает площадь одиннадцати целых шестидесяти девяти сотых км².
"Протяжённость около 1,20 км.",Протяжённость около одной целой двадцати сотых км.
"Протяжённость около 1,3 км.",Протяжённость около одной целой трёх десятых км.
"Протяжённость около 1,15 км.",Протяжённость около одной целой пятнадцати сотых км.
"Протяжённость около 1,6 км.",Протяжённость около одной целой шести десятых км.
"Протяжённость около 1,5 м.",Протяжённость около одной целой пяти десятых м.
"Протяжённость около 1,75 км.",Протяжённость около одной целой семидесяти пяти сотых км.
"Протяжённость около 1,25 км.",Протяжённость около одной целой двадцати пяти сотых км.
"arXiv:1612.00003, arxiv.org","arXiv:одна тысяча шестьсот двенадцать целых три стотысячных, arxiv.org"
"Альбом продавался, в том числе, и в аптеках сети «36.6».","Альбом продавался, в том числе, и в аптеках сети «тридцать шесть целых шесть десятых»."
Stan w dniu 31.03.2011 r..,Stan w dniu 31.03.2011 r..
"Начинается улицы Водопроводной и идёт на протяжении 1,5 км до улицы Карла Либкнехта.",Начинается улицы Водопроводной и идёт на протяжении одной целой пяти десятых км до улицы Карла Либкнехта.
"(19,47 %)",(девятнадцать целых сорок семь сотых %)
"(1,29 %)",(одна целая двадцать девять сотых %)
"(0,99 %)",(ноль целых девяносто девять сотых %)
"(0,76 %)",(ноль целых семьдесят шесть сотых %)
"(0,49 %)",(ноль целых сорок девять сотых %)
"(0,35 %)",(ноль целых тридцать пять сотых %)
"(0,25 %)",(ноль целых двадцать пять сотых %)
"(0,12 %)",(ноль целых двенадцать сотых %)
"(0,06 %)",(ноль целых шесть сотых %)
"(0,10 %)",(ноль целых десять сотых %)
"(0,08 %)",(ноль целых восемь сотых %)
"(0,11 %)",(ноль целых одиннадцать сотых %)
"(0,16 %)",(ноль целых шестнадцать сотых %)
"(0,09 %)",(ноль целых девять сотых %)
"(0,01 %)",(ноль целых одна сотая %)
"(0,38 %)",(ноль целых тридцать восемь сотых %)
(CC BY-SA 3.0),(CC BY-SA три целых ноль десятых)
—,—
"Площадь города равна 15,62 км².",Площадь города равна пятнадцати целых шестидесяти двух сотых км².
"Уровень грамотности населения составлял 43,8 % (при среднем по Бангладеш показателе 43,1 %).",Уровень грамотности населения составлял сорок три целых восемь десятых % (при среднем по Бангладеш показателе сорок три целых одна десятая %).
"Он был найден совместно с раковинами двустворок и в виде отдельных мелких диаметром 2,5 мм сферических, эллипсоидальных и полусферических жемчужин, находящихся в слое перламутра.","Он был найден совместно с раковинами двустворок и в виде отдельных мелких диаметром двух целых пяти десятых мм сферических, эллипсоидальных и полусферических жемчужин, находящихся в слое перламутра."
"В результате почтовой службе пришлось вернуть 205,3 млн швейцарских франков, был уволен весь высший менеджмент PostBus, также подала в отставку генеральный директор почты Сусанна Руофф.","В результате почтовой службе пришлось вернуть двести пять целых три десятых млн швейцарских франков, был уволен весь высший менеджмент PostBus, также подала в отставку генеральный директор почты Сусанна Руофф."
"Логистика — доставка писем, посылок, газет, рекламной продукции, грузоперевозки, складские услуги, таможенное оформление, срочная курьерская доставка в пределах Швейцарии и в другие страны, выручка 4,19 млрд шв. франков;","Логистика — доставка писем, посылок, газет, рекламной продукции, грузоперевозки, складские услуги, таможенное оформление, срочная курьерская доставка в пределах Швейцарии и в другие страны, выручка четыре целых девятнадцать сотых млрд шв. франков;"
"PostFinance — независимое подразделение Швейцарской почты по оказанию финансовых услуг (оформление платежей, приём депозитов, кредитование и страхование), выручка 1,57 млрд шв. франков;","PostFinance — независимое подразделение Швейцарской почты по оказанию финансовых услуг (оформление платежей, приём депозитов, кредитование и страхование), выручка одна целая пятьдесят семь сотых млрд шв. франков;"
"Численность населения — 52,2 тыс. жителей (город), 162,6 тыс. жителей (муниципалитет).","Численность населения — пятьдесят две целых две десятых тыс. жителей (город), сто шестьдесят две целых шесть десятых тыс. жителей (муниципалитет)."
д. Манинцы (↑ 1.7 км),д. Манинцы (↑ одна целая семь десятых км)
д.,д.
д. Лебеди (← 2.7 км),д. Лебеди (← две целых семь десятых км)
д. Кошкари (↓ 3.5 км),д. Кошкари (↓ три целых пять десятых км)
д. Быркун (↘ 3.6 км),д. Быркун (↘ три целых шесть десятых км)
д. Рогачи (↙ 3.9 км),д. Рогачи (↙ три целых девять десятых км)
"По данным лидера конфедерации двух республик Олега Царева, только из Донецка уехала половина жителей, по официальной статистике миграционных служб России и Украины, зону конфликта в Донецкой и Луганской областях покинуло не менее 1,2 млн человек.","По данным лидера конфедерации двух республик Олега Царева, только из Донецка уехала половина жителей, по официальной статистике миграционных служб России и Украины, зону конфликта в Донецкой и Луганской областях покинуло не менее одна целая две десятых млн человек."
"В итоге местный ЦИК напечатал около 3,2 млн бюллетеней.",В итоге местный ЦИК напечатал около три целых две десятых млн бюллетеней.
"Ему готовы были отдать свои голоса 51,3 % жителей ДНР.",Ему готовы были отдать свои голоса пятьдесят одна целая три десятых % жителей ДНР.
"По данным тех же опросов, на выборах в парламент ДНР, лидером на выборах стала общественная организация «Донецкая республика», набирающая 65,11 %, за ней следует «Свободный Донбасс» с 34,89 %.","По данным тех же опросов, на выборах в парламент ДНР, лидером на выборах стала общественная организация «Донецкая республика», набирающая шестьдесят пять целых одиннадцать сотых %, за ней следует «Свободный Донбасс» с тридцать четыре целых восемьдесят девять сотых %."
"Получено действительных бюллетеня и недействительных (4,2500 %).",Получено действительных бюллетеня и недействительных (четыре целых две тысяча пятьсот десятитысячных %).
"Премьер-министр ДНР Александр Захарченко — голосов (78,9300 % от числа действительных бюллетеней).",Премьер-министр ДНР Александр Захарченко — голосов (семьдесят восемь целых девять тысячи триста десятитысячных % от числа действительных бюллетеней).
"Депутат Народного Совета ДНР Юрий Сивоконенко — голосов (9,6200 %).",Депутат Народного Совета ДНР Юрий Сивоконенко — голосов (девять целых шесть тысячи двести десятитысячных %).
"Образец имеет общую длину примерно 27,5 мм; хорошо окостеневшие запястье и пальцы, включая крепкий преполлекс, образованный тремя элементами, и отпечаток подушечек указывают на то, что он принадлежит постметаморфическому индивидууму, вероятно, самцу.","Образец имеет общую длину примерно двадцати семи целых пяти десятых мм; хорошо окостеневшие запястье и пальцы, включая крепкий преполлекс, образованный тремя элементами, и отпечаток подушечек указывают на то, что он принадлежит постметаморфическому индивидууму, вероятно, самцу."
"С правой стороны обнажен длинный расчлененный уростиль (18,5 мм); на передних двух третях своей длины он несет дорсальный остистый отросток, высота которого кзади уменьшается.","С правой стороны обнажен длинный расчлененный уростиль (восемнадцать целых пять десятых мм); на передних двух третях своей длины он несет дорсальный остистый отросток, высота которого кзади уменьшается."
"Площадь озера — 1,3 км².",Площадь озера — одна целая три десятых км².
"Располагается на высоте 98,3 метров над уровнем моря.",Располагается на высоте девяноста восьми целых трёх десятых метров над уровнем моря.
"Леса Карелии занимают 1,2 % территории Российской Федерации и составляют 1,1 % лесного фонда России.",Леса Карелии занимают одна целая две десятых % территории Российской Федерации и составляют одна целая одна десятая % лесного фонда России.
"Представлен сосной, елью, берёзой, осиной и ольхой.","Представлен сосной, елью, берёзой, осиной и ольхой."
"По возрастной структуре 36,5 % общей площади занимают молодняки, 23,3 % — средневозрастные, 7,7 % — приспевающие, 32,5 % — спелые и перестойные леса.","По возрастной структуре тридцать шесть целых пять десятых % общей площади занимают молодняки, двадцать три целых три десятых % — средневозрастные, семь целых семь десятых % — приспевающие, тридцать две целых пять десятых % — спелые и перестойные леса."
"Общая площадь лесного фонда Карелии составляет около 14,5 млн га, в том числе покрытая лесом — 9,4 млн га, нелесные земли — 5,1 млн га.","Общая площадь лесного фонда Карелии составляет около четырнадцать целых пять десятых млн га, в том числе покрытая лесом — девять целых четыре десятых млн га, нелесные земли — пять целых одна десятая млн га."
"В структуре лесного фонда защитные леса занимают 28,3 % от общей площади лесного фонда (4,1 млн га), эксплуатационные — 71,7 % (10,4 млн га).","В структуре лесного фонда защитные леса занимают двадцать восемь целых три десятых % от общей площади лесного фонда (четыре целых одна десятая млн га), эксплуатационные — семьдесят одна целая семь десятых % (десять целых четыре десятых млн га)."
"Масса звезды в 2.7 раза больше солнечной, радиус в 8.5 раз превышает радиус Солнца.","Масса звезды в две целых семь десятых раза больше солнечной, радиус в восемь целых пять десятых раз превышает радиус Солнца."
"Площадь 2,3 гектара, вход платный.","Площадь двух целых трёх десятых гектара, вход платный."
В 11.1917 уволен в отставку.,В одиннадцать целых одна тысяча девятьсот семнадцать десятитысячных уволен в отставку.
"Занимает площадь 0,44 км².",Занимает площадь ноля целых сорока четырёх сотых км².
"Решение райисполкома основывалось на том, что в селе Уланок осталось совсем небольшое количество верующих, которые могли бы посещать ближайшую церковь в селе Борки Суджанского района, расположенную на расстоянии 3,5 км.","Решение райисполкома основывалось на том, что в селе Уланок осталось совсем небольшое количество верующих, которые могли бы посещать ближайшую церковь в селе Борки Суджанского района, расположенную на расстоянии трёх целых пяти десятых км."
"Суммарная суточная доза — 0,4 г.",Суммарная суточная доза — ноль целых четыре десятых г.
Ректально — 0.1 г.,Ректально — ноля целых одной десятой г.
"Среднегодовая температура воздуха — 3,7 °C.",Среднегодовая температура воздуха — три целых семь десятых °C.
"Занимает площадь 1,8 км².",Занимает площадь одной целой восьми десятых км².
"Среднегодовая температура — 5,5 °C.",Среднегодовая температура — пять целых пять десятых °C.
