q,a
Выпуск 1.54 совместим с версиями 10.4 по 10.6 Mac OS X.,Выпуск одна целая пятьдесят четыре сотых совместим с версиями десятью целых четырьмя десятых по десяти целых шести десятых Mac OS X.
"Pihemanu Kauihelani) — атолл площадью 6,23 км², расположенный в северной части Тихого океана (в западной группе Гавайского архипелага).","Pihemanu Kauihelani) — атолл площадью шести целых двадцати трёх сотых км², расположенный в северной части Тихого океана (в западной группе Гавайского архипелага)."
"Геологический возраст атолла составляет 28,3 миллиона лет — это древнейший остров в цепочке Гавайских островов.",Геологический возраст атолла составляет двадцать восемь целых три десятых миллиона лет — это древнейший остров в цепочке Гавайских островов.
"ООН призвало отменить данное предписание, поскольку перемещение 1,1 миллиона человек «будет иметь разрушительные гуманитарные последствия».","ООН призвало отменить данное предписание, поскольку перемещение одна целая одна десятая миллиона человек «будет иметь разрушительные гуманитарные последствия»."
"выше по течению на расстоянии в 2,5 км расположено село Гребениковка (Тростянецкий район),","выше по течению на расстоянии в две целых пять десятых км расположено село Гребениковка (Тростянецкий район),"
"ниже по течению на расстоянии в 6,5 км расположено село Верхняя Сыроватка (Сумский район),","ниже по течению на расстоянии в шесть целых пять десятых км расположено село Верхняя Сыроватка (Сумский район),"
"Среднегодовая температура воздуха — 2,5 °C.",Среднегодовая температура воздуха — две целых пять десятых °C.
"Площадь общины составляет 2,1 км².",Площадь общины составляет двух целых одной десятой км².
"Среднегодовая температура воздуха по району отрицательная и варьируется в пределах от -−4°С до — 3,5°С.",Среднегодовая температура воздуха по району отрицательная и варьируется в пределах от -−4°С до — три целых пять десятых°С.
(CC BY-SA 3.0),(CC BY-SA три целых ноль десятых)
На диске он выпущен в системе звука Dolby Digital 5.1 и Dolby Digital 1.0 и с русскими субтитрами; дополнительно: «Фильмографии» и «Коллекция комедии».,На диске он выпущен в системе звука Dolby Digital 5.1 и Dolby Digital одна целая ноль десятых и с русскими субтитрами; дополнительно: «Фильмографии» и «Коллекция комедии».
"Средняя температура июля составляет 17,7 °C, средняя температура января — 10,4 °C.","Средняя температура июля составляет семнадцать целых семь десятых °C, средняя температура января — десять целых четыре десятых °C."
"Средняя обеспеченность населения общей площадью — 21,7 м²/чел. в том числе в Брейтово — 18,3 м²/чел.",Средняя обеспеченность населения общей площадью — двадцать одна целая семь десятых м²/чел. в том числе в Брейтово — восемнадцать целых три десятых м²/чел.
"Ветхий и аварийный жилой фонд составляет 4,8 % общего объёма жилья, причём, в большинстве случаев, в сельской местности количество ветхого и аварийного жилья больше, чем в Брейтово.","Ветхий и аварийный жилой фонд составляет четыре целых восемь десятых % общего объёма жилья, причём, в большинстве случаев, в сельской местности количество ветхого и аварийного жилья больше, чем в Брейтово."
"Ветхий фонд составляет 3,6 % от общего жилого фонда Брейтовского сельского поселения.",Ветхий фонд составляет три целых шесть десятых % от общего жилого фонда Брейтовского сельского поселения.
"Село находилось на расстоянии в 1,5 км от сел Бехтерщина и Грушино.",Село находилось на расстоянии в одну целую пять десятых км от сел Бехтерщина и Грушино.
"Занимает площадь 1,721 км².",Занимает площадь одной целой семисот двадцати одной тысячной км².
"Площадь общины — 38,87 км².",Площадь общины — тридцать восемь целых восемьдесят семь сотых км².
"Площадь возделываемых земель — 15,53 га.",Площадь возделываемых земель — пятнадцать целых пятьдесят три сотых га.
"Среднегодовая температура воздуха — 2,1 °C.",Среднегодовая температура воздуха — две целых одна десятая °C.
"Занимает площадь 3,47 км².",Занимает площадь трёх целых сорока семи сотых км².
"Занимает площадь 31,01 км².",Занимает площадь тридцати одной целой одной сотой км².
"Она разбивалась следующим образом по подразделениям группы: 2,45 млрд долл.",Она разбивалась следующим образом по подразделениям группы: две целых сорок пять сотых млрд долл.
"— международное рейтинговое агентство Standard & Poor’s, 1,24 млрд долл.","— международное рейтинговое агентство Standard & Poor’s, одна целая двадцать четыре сотых млрд долл."
"США (снижение на 91,7 процента).",США (снижение на девяноста одной целой семи десятых процента).
"Петухи весят от 2,5 до 2,8 кг, куры  от 1,8 до 2,1 кг.","Петухи весят от двух целых пяти десятых до двух целых восьми десятых кг, куры  от одной целой восьми десятых до двух целых одной десятой кг."
"Длина 1,62—1,65 мм, ширина 1,25—1,28 мм.","Длина одной целой шестидесяти двух сотых—одной целой шестидесяти пяти сотых мм, ширина одной целой двадцати пяти сотых—одной целой двадцати восьми сотых мм."
"С этого момента бои сосредоточились в деревне Унтерхаузен, в 3,8 мили к западу-юго-западу от центра Нойбурга.","С этого момента бои сосредоточились в деревне Унтерхаузен, в три целых восемь десятых мили к западу-юго-западу от центра Нойбурга."
"Она улучшила национальный рекорд, показав 49,75 секунды.","Она улучшила национальный рекорд, показав сорок девять целых семьдесят пять сотых секунды."
"Свой отличный сезон она продолжила в августе, завоевав серебро на чемпионате NACAC во Фрипорте, Багамы, с результатом 49,86 секунды.","Свой отличный сезон она продолжила в августе, завоевав серебро на чемпионате NACAC во Фрипорте, Багамы, с результатом сорока девяти целых восьмидесяти шести сотых секунды."
"Её протяженность составит 1,5 километра.",Её протяженность составит одна целая пять десятых километра.
д. Бочкарёвка: 1.5 км.,д. Бочкарёвка: одна целая пять десятых км.
"Занимает площадь 1,63 км².",Занимает площадь одной целой шестидесяти трёх сотых км².
"Скорость течения воды 0,2 м/с.",Скорость течения воды ноля целых двух десятых м/с.
"Среднегодовая температура — 3,7 °C.",Среднегодовая температура — три целых семь десятых °C.
"Среднегодовая температура воздуха — 3,3 °C.",Среднегодовая температура воздуха — три целых три десятых °C.
"Среднегодовая температура воздуха — 4,1 °C.",Среднегодовая температура воздуха — четыре целых одна десятая °C.
"Фронтальные стеллажи, установленные с широкими проходами (2,5 — 3,5 м).","Фронтальные стеллажи, установленные с широкими проходами (две целых пять десятых — три целых пять десятых м)."
"Фронтальные стеллажи, установленные с узкими проходами (1,5-1,9 м).","Фронтальные стеллажи, установленные с узкими проходами (одна целая пять десятых-одна целая девять десятых м)."
"Если он используется в качестве метода инкапсуляции соединения в сетях с асинхронным способом передачи данных (ATM), он может незначительно сократить издержки (около 0,58 %) по сравнению с PPPoE.","Если он используется в качестве метода инкапсуляции соединения в сетях с асинхронным способом передачи данных (ATM), он может незначительно сократить издержки (около ноль целых пятьдесят восемь сотых %) по сравнению с PPPoE."
"Среднегодовая температура — 3,6 °C.",Среднегодовая температура — три целых шесть десятых °C.
"Посёлок Зоряное находится в 2,5 км от левого берега реки Юшанлы́,","Посёлок Зоряное находится в две целых пять десятых км от левого берега реки Юшанлы́,"
"1,0 п.л.",одна целая ноль десятых п.л.
"0,6 п.л.",ноль целых шесть десятых п.л.
"0,8 п.л.",ноль целых восемь десятых п.л.
"0,1 п.л.",ноль целых одна десятая п.л.
"0,8 п.л.",ноль целых восемь десятых п.л.
"0,2 п.л.",ноль целых две десятых п.л.
"0,2 п.л.",ноль целых две десятых п.л.
"Диапазон голоса — 4,5 октавы.",Диапазон голоса — четыре целых пять десятых октавы.
Ани Лорак признана «Лучшей певицей года» на фестивале Таврийские игры-2002.2003,Ани Лорак признана «Лучшей певицей года» на фестивале Таврийские игры-две тысяча две целых две тысяча три десятитысячных
Победительница в номинациях «Лучшая певица» и «Лучшее выступление» на Таврийских играх-2006.2007,Победительница в номинациях «Лучшая певица» и «Лучшее выступление» на Таврийских играх-две тысяча шесть целых две тысяча семь десятитысячных
Номинация «Лучшая исполнительница» на премию YUNA-2011.2012,Номинация «Лучшая исполнительница» на премию YUNA-две тысяча одиннадцать целых две тысяча двенадцать десятитысячных
Номинация «Лучшая исполнительница» на премию YUNA-2012.2013,Номинация «Лучшая исполнительница» на премию YUNA-две тысяча двенадцать целых две тысяча тринадцать десятитысячных
"Вытекает из озера Чернозёрье, впадает в озеро Милья на высоте 74,9 м.","Вытекает из озера Чернозёрье, впадает в озеро Милья на высоте семидесяти четырёх целых девяти десятых м."
"Река Ичиномия (37,3 км (23,2 мили)) берет начало с горного хребта Босо в Чонане и впадает в Тихий океан на пляже Кудзюкури в деревне Тесей.",Река Ичиномия (тридцать семь целых три десятых км (двадцать три целых две десятых мили)) берет начало с горного хребта Босо в Чонане и впадает в Тихий океан на пляже Кудзюкури в деревне Тесей.
"Сад скульптур площадью 1,9 тыс. м² представляет собой парковую зону, предназначенную для постоянной или временной демонстрации скульптур местных и зарубежных художников.","Сад скульптур площадью одна целая девять десятых тыс. м² представляет собой парковую зону, предназначенную для постоянной или временной демонстрации скульптур местных и зарубежных художников."
"Средняя температура января −15,0 °С.",Средняя температура января −пятнадцать целых ноль десятых °С.
Лето умеренно-теплое.,Лето умеренно-теплое.
"Средняя температура июля +17,7 °С.",Средняя температура июля семнадцати целых семи десятых °С.
"Среднегодовая скорость ветра составляет 3,6 м/с.",Среднегодовая скорость ветра составляет трёх целых шести десятых м/с.
"у велосипедистов: возможность двигаться по обочине, а также по более безопасной велосипедной дорожке либо по тротуару, пешеходной дорожке или в пределах пешеходных зон в случаях если по обочине или правому краю проезжей части невозможно (например если он заставлен машинами) и это не создаст помехи другим участникам движения (п.24.6 ПДД)","у велосипедистов: возможность двигаться по обочине, а также по более безопасной велосипедной дорожке либо по тротуару, пешеходной дорожке или в пределах пешеходных зон в случаях если по обочине или правому краю проезжей части невозможно (например если он заставлен машинами) и это не создаст помехи другим участникам движения (п.двадцать четыре целых шесть десятых ПДД)"
"{\displaystyle A=\{0\}\cup [1,2]}",{\displaystyle A=\{0\}\cup [одна целая две десятых]}
"{\displaystyle A=\{0\}\cup \left\{{\frac {1}{n}}\right\}_{n=1}^{\infty }\equiv \left\{0,1,{\frac {1}{2}},{\frac {1}{3}},\ldots \right\},}","{\displaystyle A=\{0\}\cup \left\{{\frac {1}{n}}\right\}_{n=1}^{\infty }\equiv \left\{0,1,{\frac {1}{2}},{\frac {1}{3}},\ldots \right\},}"
"Сумма трансфера составила рекордные для «пенсионеров» 2,1 млн. фунтов.",Сумма трансфера составила рекордные для «пенсионеров» две целых одна десятая млн. фунтов.
"Район расположен в восточной части Оренбургской области и занимает территорию площадью 2,96 тыс. км².",Район расположен в восточной части Оренбургской области и занимает территорию площадью две целых девяносто шесть сотых тыс. км².
"Средний (взвешенный со светимостью) возраст звезд центрального региона галактики составляет 1,7-1,9 миллиарда лет.",Средний (взвешенный со светимостью) возраст звезд центрального региона галактики составляет одна целая семь десятых-одна целая девять десятых миллиарда лет.
"Занимает площадь 29,12 км².",Занимает площадь двадцати девяти целых двенадцати сотых км².
"Занимает площадь 36,98 км².",Занимает площадь тридцати шести целых девяноста восьми сотых км².
"Климат суровый, среднегодовая температура воздуха составляет −2,5 градуса.","Климат суровый, среднегодовая температура воздуха составляет −две целых пять десятых градуса."
"Премьер-министры Франции в период между мировыми войнами в целом были напуганы намерениями Германии, поскольку Франция понесла больше потерь в Первой мировой войне, чем любая другая западная страна, примерно 1,3 миллиона военных и 1,5 миллиона общих потерь.","Премьер-министры Франции в период между мировыми войнами в целом были напуганы намерениями Германии, поскольку Франция понесла больше потерь в Первой мировой войне, чем любая другая западная страна, примерно одна целая три десятых миллиона военных и одна целая пять десятых миллиона общих потерь."
"Расстояние по автодороге до районного центра Сямжи — 4,9 км, до центра муниципального образования Ногинской — 8,4 км.","Расстояние по автодороге до районного центра Сямжи — четыре целых девять десятых км, до центра муниципального образования Ногинской — восемь целых четыре десятых км."
"Short L. L., Horne J. F. M. and Kirwan G. M. Fire-tufted Barbet (Psilopogon pyrolophus) // version 1.0.","Short L. L., Horne J. F. M. and Kirwan G. M. Fire-tufted Barbet (Psilopogon pyrolophus) // version одна целая ноль десятых."
"В первых веках второго тысячелетия до н. э. в южной Месопотамии возникла грамматическая традиция, которая просуществовала 2,5 тыс. лет.","В первых веках второго тысячелетия до н. э. в южной Месопотамии возникла грамматическая традиция, которая просуществовала две целых пять десятых тыс. лет."
"Среднегодовая многолетняя температура воздуха составляет 4,4 °С.",Среднегодовая многолетняя температура воздуха составляет четыре целых четыре десятых °С.
"68,49 % населения представляют румыны;",шестьдесят восемь целых сорок девять сотых % населения представляют румыны;
"22,11 % — венгры;",двадцать две целых одиннадцать сотых % — венгры;
"3,64 % — цыгане.",три целых шестьдесят четыре сотых % — цыгане.
"Занимает площадь 1,8 км².",Занимает площадь одной целой восьми десятых км².
"На агрегаторе AnyDecentMusic? среднее значение пластинки составляет 8,4 балла.",На агрегаторе AnyDecentMusic? среднее значение пластинки составляет восемь целых четыре десятых балла.
"Дистанция между рядами 0,5 м, интервал между плитами 0,9 м.","Дистанция между рядами ноля целых пяти десятых м, интервал между плитами ноля целых девяти десятых м."
"Высота фигуры 2,15 м.",Высота фигуры две целых пятнадцать сотых м.
"Общая высота конструкции 6,2 м.",Общая высота конструкции шесть целых две десятых м.
"Плотность населения составляет 22,3 чел./км².",Плотность населения составляет двадцати двух целых трёх десятых чел./км².
"сельское хозяйство, скотоводство и рыбная ловля — 58,5 %;","сельское хозяйство, скотоводство и рыбная ловля — пятьдесят восемь целых пять десятых %;"
"промышленность и строительство — 14,3 %;",промышленность и строительство — четырнадцать целых три десятых %;
"торговля, сферы услуг и туризма — 25,5 %;","торговля, сферы услуг и туризма — двадцать пять целых пять десятых %;"
"безработные — 1,7 %.",безработные — одна целая семь десятых %.
"электрификация: 95,9 %;",электрификация: девяносто пять целых девять десятых %;
"водоснабжение: 82,6 %;",водоснабжение: восемьдесят две целых шесть десятых %;
"водоотведение: 95,6 %.",водоотведение: девяносто пять целых шесть десятых %.
В ответ Следственный комитет РФ возбудил против Геращенко уголовное дело по статье 205.2 УК РФ (публичные призывы к осуществлению террористической деятельности или публичное оправдание терроризма).,В ответ Следственный комитет РФ возбудил против Геращенко уголовное дело по статье двумстам пяти целых двум десятых УК РФ (публичные призывы к осуществлению террористической деятельности или публичное оправдание терроризма).
"Задекларировал Геращенко совладение на квартиру площадью 77,2 м² в Харькове, а на его жену — совладение на квартиру в 55,7 м² и право на пользование квартирой с такой же площадью.","Задекларировал Геращенко совладение на квартиру площадью семидесяти семи целых двух десятых м² в Харькове, а на его жену — совладение на квартиру в пятьдесят пять целых семь десятых м² и право на пользование квартирой с такой же площадью."
Ф. 63.1890.,Ф. шестьдесят три целых одна тысяча восемьсот девяносто десятитысячных.
31.1911.,тридцать одна целая одна тысяча девятьсот одиннадцать десятитысячных.
"Если принять во внимание, что золотой песо равен приблизительно 4,5 г золота,","Если принять во внимание, что золотой песо равен приблизительно четыре целых пять десятых г золота,"
"УрбанизацияГородское население (города Железногорск-Илимский, посёлки городского типа Видим, Новая Игирма, Радищев, Рудногорск, Хребтовая и Янгель) составляет  85,16 % от всего населения района.","УрбанизацияГородское население (города Железногорск-Илимский, посёлки городского типа Видим, Новая Игирма, Радищев, Рудногорск, Хребтовая и Янгель) составляет  восемьдесят пять целых шестнадцать сотых % от всего населения района."
"У живущих в морях миксин осмотическое давление крови сходно с осмотическим давлением морской воды: показатель ∆ (понижение температуры замерзания, зависимое от содержания солей в воде) в открытых морях 1,85—1,93, в крови миксин 1,97.","У живущих в морях миксин осмотическое давление крови сходно с осмотическим давлением морской воды: показатель ∆ (понижение температуры замерзания, зависимое от содержания солей в воде) в открытых морях одну целую восемьдесят пять сотых—одну целую девяносто три сотых, в крови миксин одной целой девяноста семи сотых."
"У обитающих в более опреснённых участках моря проходных миног осмотическое давление крови ниже (∆ 0,54) и близко к таковому окружающей воды.",У обитающих в более опреснённых участках моря проходных миног осмотическое давление крови ниже (∆ ноль целых пятьдесят четыре сотых) и близко к таковому окружающей воды.
"Выдержанное вино имеет 10,5—12,5 % спирта и 6,0—7,0 % титруемой кислотности.",Выдержанное вино имеет десять целых пять десятых—двенадцать целых пять десятых % спирта и шесть целых ноль десятых—семь целых ноль десятых % титруемой кислотности.
"Протяжённость улицы составляет около 4,5 км.",Протяжённость улицы составляет около четырёх целых пяти десятых км.
"В ширину смерч был максимум 2,5 км, но значительную часть времени жизни ширина вихря составляла 1,5 км.","В ширину смерч был максимум две целых пять десятых км, но значительную часть времени жизни ширина вихря составляла одной целой пяти десятых км."
"Планировка затронет участок в 18,4 га, который тянется от пересечения Туристской и Оптиков до угла Шуваловского проспекта и Парашютной улицы.","Планировка затронет участок в восемнадцать целых четыре десятых га, который тянется от пересечения Туристской и Оптиков до угла Шуваловского проспекта и Парашютной улицы."
Площадь деревни 2.56 км².,Площадь деревни двух целых пятидесяти шести сотых км².
"Устье ручья находится в 0,8 км по правому берегу Риэниоя, в посёлке Харлу.","Устье ручья находится в ноль целых восемь десятых км по правому берегу Риэниоя, в посёлке Харлу."
"{\displaystyle K_{1,3}}","{\displaystyle K_{1,3}}"
"1-Cu очень длинная, равна 0,2-0,5× от длины 2-Cu.","1-Cu очень длинная, равна ноль целых две десятых-ноль целых пять десятых× от длины 2-Cu."
"К селу Гранки проложена автодорога с асфальтовым покрытием, длиной 2,75 км.","К селу Гранки проложена автодорога с асфальтовым покрытием, длиной двух целых семидесяти пяти сотых км."
"Занимает площадь 2,05 км².",Занимает площадь двух целых пяти сотых км².
"Среднегодовая температура воздуха — +3,2 °C.",Среднегодовая температура воздуха — три целых две десятых °C.
"Среднегодовая скорость ветра — 4,7 м/с.",Среднегодовая скорость ветра — четыре целых семь десятых м/с.
"Площадь 21,902 квадратных километров.",Площадь двадцати одной целой девятисот двух тысячных квадратных километров.
"Занимает площадь 40,25 км².",Занимает площадь сорока целых двадцати пяти сотых км².
"Занимает площадь 1,506 км².",Занимает площадь одной целой пятисот шести тысячных км².
28.4652,двадцать восемь целых четыре тысяча шестьсот пятьдесят две десятитысячных
"{\displaystyle S={\frac {19}{4}}a^{2}\mathop {\mathrm {ctg} } \,{\frac {\pi }{19}}\approx 28.4652a^{2}}","{\displaystyle S={\frac {19}{4}}a^{2}\mathop {\mathrm {ctg} } \,{\frac {\pi }{19}}\approx 28.4652a^{2}}"
18.947368421052631578...,восемнадцать целых девятьсот сорок семь квадриллионы триста шестьдесят восемь триллионы четыреста двадцать одна миллиард пятьдесят две миллион шестьсот тридцать одна тысяча пятьсот семьдесят восемь квинтиллионных...
"Среднегодовая температура составляет 5,3 °C.",Среднегодовая температура составляет пяти целых трёх десятых °C.
"выше по течению на расстоянии в 1,5 км расположено село Базавлучок,","выше по течению на расстоянии в одну целую пять десятых км расположено село Базавлучок,"
"ниже по течению на расстоянии в 3,5 км расположено село Украинка,","ниже по течению на расстоянии в три целых пять десятых км расположено село Украинка,"
"Плотность населения — 0,04 чел./км².",Плотность населения — ноль целых четыре сотых чел./км².
"Занимает площадь 3,14 км².",Занимает площадь трёх целых четырнадцати сотых км².
"Занимает площадь 7,7 км².",Занимает площадь семи целых семи десятых км².
How Twitpic is bringing in over $1.5 mil a year from simple Twitter app,How Twitpic is bringing in over $одна целая пять десятых mil a year from simple Twitter app
российскиеорден Св.,российскиеорден Св.
орден Св.,орден Св.
"81,7 % от общего количества кораблей различного типа.",восемьдесят одна целая семь десятых % от общего количества кораблей различного типа.
"Занимает площадь 3,43 км².",Занимает площадь трёх целых сорока трёх сотых км².
"Среднегодовая температура — 3,6 °C.",Среднегодовая температура — три целых шесть десятых °C.
"Лучшим из них был Дуайт Филлипс (8,44 м), а англичанин Грег Разерфорд установил новый национальный рекорд своей страны (8,30 м).","Лучшим из них был Дуайт Филлипс (восемь целых сорок четыре сотых м), а англичанин Грег Разерфорд установил новый национальный рекорд своей страны (восемь целых тридцать сотых м)."
"Александр Меньков прыгнул на 7,72 м и не сумел выйти в финал соревнований.",Александр Меньков прыгнул на семь целых семьдесят две сотых м и не сумел выйти в финал соревнований.
"В отсутствие соперника Дуайт Филлипс обеспечил себе победу прыжком на 8,54 м.",В отсутствие соперника Дуайт Филлипс обеспечил себе победу прыжком на восьми целых пятидесяти четырёх сотых м.
"Плотность населения составляет 523,5 чел./км².",Плотность населения составляет пятисот двадцати трёх целых пяти десятых чел./км².
"В максимуме блеска она довольно заметна — видимая звёздная величина в среднем 3,5, в некоторых циклах достигает 2,0.","В максимуме блеска она довольно заметна — видимая звёздная величина в среднем три целых пять десятых, в некоторых циклах достигает две целых ноль десятых."
"Занимает площадь 4,53 км².",Занимает площадь четырёх целых пятидесяти трёх сотых км².
"Площадь озера — 16,2 км², площадь водосборного бассейна — 60,5 км².","Площадь озера — шестнадцать целых две десятых км², площадь водосборного бассейна — шестьдесят целых пять десятых км²."
"Располагается на высоте 80,2 метров над уровнем моря.",Располагается на высоте восьмидесяти целых двух десятых метров над уровнем моря.
"Эрик Земмур проиграл в первом туре, набрав 23,19% голосов.","Эрик Земмур проиграл в первом туре, набрав двадцать три целых девятнадцать сотых% голосов."
"Во второй тур по округу прошли кандидат Национального объединения (24,74%) и кандидат партии Макрона (28,51%).",Во второй тур по округу прошли кандидат Национального объединения (двадцать четыре целых семьдесят четыре сотых%) и кандидат партии Макрона (двадцать восемь целых пятьдесят одна сотая%).
"Среднегодовая многолетняя температура воздуха составляет 5,2 °С.",Среднегодовая многолетняя температура воздуха составляет пять целых две десятых °С.
"Среднегодовая температура воздуха — 4,9 °C.",Среднегодовая температура воздуха — четыре целых девять десятых °C.
"Высшее достижение чемпионатов Европы среди многоборцев в прыжке в высоту повторил Андрей Кравченко, установивший личный рекорд — 2,22 м.","Высшее достижение чемпионатов Европы среди многоборцев в прыжке в высоту повторил Андрей Кравченко, установивший личный рекорд — две целых двадцать две сотых м."
"Выиграл Артур Абеле, а его результат, 13,55, стал пятым в истории среди многоборцев.","Выиграл Артур Абеле, а его результат, тринадцать целых пятьдесят пять сотых, стал пятым в истории среди многоборцев."
"Элко Синтниколас взял высоту своего лучшего результата в сезоне (5,40 м) и вышел на второе место.",Элко Синтниколас взял высоту своего лучшего результата в сезоне (пять целых сорок сотых м) и вышел на второе место.
"Лидером стал Андрей Кравченко, покоривший планку на отметке 5,10 м.","Лидером стал Андрей Кравченко, покоривший планку на отметке пяти целых десяти сотых м."
"Впервые по ходу соревнований в тройку лидеров вошёл россиянин Илья Шкуренёв, закончивший вид с результатом 5,20 м.","Впервые по ходу соревнований в тройку лидеров вошёл россиянин Илья Шкуренёв, закончивший вид с результатом пяти целых двадцати сотых м."
"Имея в сезоне результат 4,96 м, он взял только начальную высоту 4,60 м, после чего трижды сбил планку на 4,80 м.","Имея в сезоне результат четырёх целых девяноста шести сотых м, он взял только начальную высоту четырёх целых шестидесяти сотых м, после чего трижды сбил планку на четырёх целых восьмидесяти сотых м."
"Занимает площадь 0,2 км².",Занимает площадь ноля целых двух десятых км².
"Станица располагалась не на самом Дону, а в 2,5 верстах от него, на его рукаве Быстрике, чуть ниже устья реки Чир.","Станица располагалась не на самом Дону, а в две целых пять десятых верстах от него, на его рукаве Быстрике, чуть ниже устья реки Чир."
"Среднегодовая температура положительная и составляет + 8,5 °С, средняя температура января −6,5 °С, июля +23,7 °С.","Среднегодовая температура положительная и составляет + восемь целых пять десятых °С, средняя температура января −шесть целых пять десятых °С, июля двадцати трёх целых семи десятых °С."
