q,a
"19 октября 2008 года дебютировал в чемпионате Украины выездном матче против симферопольской «Таврии» (1:4), Гурский вышел в стартовом составе и отыграл всю игру, также по ходу встречи получил жёлтую карточку.","19 октября 2008 года дебютировал в чемпионате Украины выездном матче против симферопольской «Таврии» (один:четыре), Гурский вышел в стартовом составе и отыграл всю игру, также по ходу встречи получил жёлтую карточку."
"2 августа 2009 года во второй и последний раз сыграл за «Карпаты» в чемпионате Украины в выездном матче против харьковского «Металлиста» (1:0), Гурский вышел в конце игры вместо Евгения Тарасенко.","2 августа 2009 года во второй и последний раз сыграл за «Карпаты» в чемпионате Украины в выездном матче против харьковского «Металлиста» (один:ноль), Гурский вышел в конце игры вместо Евгения Тарасенко."
"30 июля 2011 года дебютировал в составе команды во Второй лиге в домашнем матче против клуба «Реал Фарм» (0:0), Гурский отыграл все 90 минут.","30 июля 2011 года дебютировал в составе команды во Второй лиге в домашнем матче против клуба «Реал Фарм» (ноль:ноль), Гурский отыграл все 90 минут."
"8 октября 2011 года в матче против хмельницкого «Динамо» (6:2), Гурский забил 2 гола на 10 и 90 минуте в ворота Андрея Рябова и Андрея Радченко.","8 октября 2011 года в матче против хмельницкого «Динамо» (шесть:два), Гурский забил 2 гола на 10 и 90 минуте в ворота Андрея Рябова и Андрея Радченко."
"Свою последнюю игру в составе команды провёл 5 ноября 2011 года против «УкрАгроКом» (3:0), в этом матче Гурский отличился забитым голом на 38 минуте в ворота Ярослава Швеця.","Свою последнюю игру в составе команды провёл 5 ноября 2011 года против «УкрАгроКом» (три:ноль), в этом матче Гурский отличился забитым голом на 38 минуте в ворота Ярослава Швеця."
"В составе «Оболони» в Премьер-лиге Украины дебютировал 3 марта 2012 года в выездном матче против харьковского «Металлиста» (1:0), Гурский отыграл всю игру.","В составе «Оболони» в Премьер-лиге Украины дебютировал 3 марта 2012 года в выездном матче против харьковского «Металлиста» (один:ноль), Гурский отыграл всю игру."
"31 марта 2012 года в матче против своего бывшего клуба, львовских «Карпат» (2:0), Андрей на 6 минуте открыл счёт в игре, забив гол в ворота Андрея Тлумака.","31 марта 2012 года в матче против своего бывшего клуба, львовских «Карпат» (два:ноль), Андрей на 6 минуте открыл счёт в игре, забив гол в ворота Андрея Тлумака."
В сборной дебютировал 23 мая 2008 года в проигранном матче против Германии (4:0).,В сборной дебютировал 23 мая 2008 года в проигранном матче против Германии (четыре:ноль).
Последний матч в составе молодёжки провёл 27 мая 2008 года против Белоруссии (0:0).,Последний матч в составе молодёжки провёл 27 мая 2008 года против Белоруссии (ноль:ноль).
19 августа 2008 года сыграл в товарищеском матче против киевского «Арсенала» (2:2).,19 августа 2008 года сыграл в товарищеском матче против киевского «Арсенала» (два:два).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Медаль «За трудовое отличие» (03.01.1956),Медаль «За трудовое отличие» (третьего января тысяча девятьсот пятьдесят шестого года)
Турки предпочли переждать жару и начали атаку только в 17:00.,Турки предпочли переждать жару и начали атаку только в семнадцать часов ноль минут.
"— 1992, 23:3 July.","— 1992, двадцать три:три July."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"До 1 февраля 2011 года каждое утро из Гюмри в 6:15 отправлялся электропоезд № 6540 из четырёх вагонов, прибывающий в Алаверди в 10:04 и в 10:05 отправляется дальше в Айрум, куда прибывает в 11:07.","До 1 февраля 2011 года каждое утро из Гюмри в шесть часов пятнадцать минут отправлялся электропоезд № 6540 из четырёх вагонов, прибывающий в Алаверди в десять часа четыре минуты и в десять часа пять минут отправляется дальше в Айрум, куда прибывает в одиннадцать час семь минут."
"Обратно электропоезд № 6541 отправлялся из Айрума в 17:00, с прибытием в Алаверди в 18:00 и отправлением в Гюмри в 18:01, куда электропоезд прибывал в 21:37.","Обратно электропоезд № 6541 отправлялся из Айрума в семнадцать часов ноль минут, с прибытием в Алаверди в восемнадцать часов ноль минут и отправлением в Гюмри в восемнадцать часов один минута, куда электропоезд прибывал в двадцать один час тридцать семь минуты."
Орден Красной Звезды (28.10.1967),Орден Красной Звезды (двадцать восьмого октября тысяча девятьсот шестьдесят седьмого года)
Орден Трудового Красного Знамени (21.02.1948),Орден Трудового Красного Знамени (двадцать первого февраля тысяча девятьсот сорок восьмого года)
Медаль «За трудовое отличие» (07.01.1944),Медаль «За трудовое отличие» (седьмого января тысяча девятьсот сорок четвёртого года)
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
«Inevitable» — 1:03,«Inevitable» — один час три минуты
«Darker Days Ahead» — 3:46 (Норман/Резхавк/Сандовал),«Darker Days Ahead» — три часа сорок шесть минуты (Норман/Резхавк/Сандовал)
«Crematorium» — 3:54,«Crematorium» — три часа пятьдесят четыре минуты
«Fallout» — 3:48,«Fallout» — три часа сорок восемь минуты
«Doomed Forever» — 3:23,«Doomed Forever» — три часа двадцать три минуты
«Mayhem» — 3:57,«Mayhem» — три часа пятьдесят семь минуты
«Blind Army» — 3:06,«Blind Army» — три часа шесть минут
«Nightmare» — 3:42,«Nightmare» — три часа сорок два минуты
«Legacy of Brutality» — 2:25,«Legacy of Brutality» — два часа двадцать пять минуты
«Dead Shall Rise V.06» — 3:32,«Dead Shall Rise V.06» — три часа тридцать два минуты
«Victim of Greed» — 4:11,«Victim of Greed» — четыре часа одиннадцать минут
«Ghost Train» — 2:34 (Резхавк/Сандовал),«Ghost Train» — два часа тридцать четыре минуты (Резхавк/Сандовал)
"В первом поединке после 3-х месячной паузы без футбола Гурин пропустил от «корабелов» два мяча (0:2), а в следующем — ещё три от «Кристалла» (0:3), при этом отразив два пенальти.","В первом поединке после 3-х месячной паузы без футбола Гурин пропустил от «корабелов» два мяча (ноль:два), а в следующем — ещё три от «Кристалла» (ноль:три), при этом отразив два пенальти."
"Испанцы были явными фаворитами, так как в их составе были игроки из Примеры, но финал завершился вничью 1:1.","Испанцы были явными фаворитами, так как в их составе были игроки из Примеры, но финал завершился вничью один:один."
Спустя один день в переигровке испанцы потерпели поражение 1:0.,Спустя один день в переигровке испанцы потерпели поражение один:ноль.
"Михелс решил поставить в ворота Вевера, но он в итоге пропустил 4 мяча; амстердамцы проиграли со счётом 4:1.","Михелс решил поставить в ворота Вевера, но он в итоге пропустил 4 мяча; амстердамцы проиграли со счётом четыре:один."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
NaCl имеет расположение ионов по системе 6:6.,NaCl имеет расположение ионов по системе шесть:шесть.
"Тогда в Иваново-Вознесенске прошли первые организованные матчи, а в 1912-м (в год образования всероссийского футбольного союза) команда Иваново-Вознесенска сыграла свой первый матч, обыграв соседей из Кохмы со счётом 21:0.","Тогда в Иваново-Вознесенске прошли первые организованные матчи, а в 1912-м (в год образования всероссийского футбольного союза) команда Иваново-Вознесенска сыграла свой первый матч, обыграв соседей из Кохмы со счётом двадцать один:ноль."
В 1/8 финала ивановцы проиграли хозяевам со счётом 0:7.,В 1/8 финала ивановцы проиграли хозяевам со счётом ноль:семь.
"Хозяева при поддержке 30 тысяч зрителей, собравшихся на стадионе «Динамо» (нынешний стадион «Текстильщик»), одержали победу со счётом 7:3.","Хозяева при поддержке 30 тысяч зрителей, собравшихся на стадионе «Динамо» (нынешний стадион «Текстильщик»), одержали победу со счётом семь:три."
"В том же году, в неофициальном матче за звание сильнейшей команды страны сборная Иваново уступила команде Москвы со счётом 3:4.","В том же году, в неофициальном матче за звание сильнейшей команды страны сборная Иваново уступила команде Москвы со счётом три:четыре."
"В 1940 году «Основа» стала победителем Кубка РСФСР по футболу, обыграв в финале московское «Торпедо» со счётом 4:2.","В 1940 году «Основа» стала победителем Кубка РСФСР по футболу, обыграв в финале московское «Торпедо» со счётом четыре:два."
"В 1984 году команда становится финалистом Кубка РСФСР, а в 1986 году «Текстильщик» завоёвывает Кубок РСФСР для команд второй лиги: в финальном двухматчевом противостоянии с рубцовским «Торпедо» ивановская команда выиграла в гостях со счётом 1:0, а дома—5:1.","В 1984 году команда становится финалистом Кубка РСФСР, а в 1986 году «Текстильщик» завоёвывает Кубок РСФСР для команд второй лиги: в финальном двухматчевом противостоянии с рубцовским «Торпедо» ивановская команда выиграла в гостях со счётом один:ноль, а дома—пять:один."
"После серии провальных матчей (в их числе крупнейшее поражение в истории клуба — 0:7 «Алании») Анатолий Давыдов за месяц до окончания сезона покинул команду, когда надежд на сохранение прописки в Первом дивизионе практически не осталось.","После серии провальных матчей (в их числе крупнейшее поражение в истории клуба — ноль:семь «Алании») Анатолий Давыдов за месяц до окончания сезона покинул команду, когда надежд на сохранение прописки в Первом дивизионе практически не осталось."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Орден Славы 1-й степени (15.05.1946);,Орден Славы 1-й степени (пятнадцатого мая тысяча девятьсот сорок шестого года);
Орден Славы 2-й степени (10.04.1945);,Орден Славы 2-й степени (десятого апреля тысяча девятьсот сорок пятого года);
Орден Славы 3-й степени (20.07.1944);,Орден Славы 3-й степени (двадцатого июля тысяча девятьсот сорок четвёртого года);
Смещение применяемого времени относительно UTC составляет +9:00.,Смещение применяемого времени относительно UTC составляет +девять часов ноль минут.
В 15:00 дивизия Эльбиона Хау (из состава 6 корпуса) отогнала стрелков противника и заняла возвышенность примерно в километре от реки.,В пятнадцать часов ноль минут дивизия Эльбиона Хау (из состава 6 корпуса) отогнала стрелков противника и заняла возвышенность примерно в километре от реки.
Эрли разместил в укреплениях луизианскую бригаду Хайса и 4 орудия под ком.,Эрли разместил в укреплениях луизианскую бригаду Хайса и 4 орудия под ком.
"Чарльза Грина, а в 16:30 прислал им в усиление 4 северокаролинских полка под ком. полковника Арчибальда Годвина.","Чарльза Грина, а в шестнадцать часов тридцать минут прислал им в усиление 4 северокаролинских полка под ком. полковника Арчибальда Годвина."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
На турнире он сыграл 2 матча против Камеруна (2:0) и Анголы (3:2).,На турнире он сыграл 2 матча против Камеруна (два:ноль) и Анголы (три:два).
"На турнире он провёл всего 1 матч против Республики Корея (2:1), на 62-й минуте он покинул поле в связи с травмой.","На турнире он провёл всего 1 матч против Республики Корея (два:один), на 62-й минуте он покинул поле в связи с травмой."
"(недоступная ссылка — история). vesti.az., Информационное Агентство «Vesti.az», 18-06-2012","(недоступная ссылка — история). vesti.az., Информационное Агентство «Vesti.az», от восемнадцати до шести-2012"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Шемена С. И., капитан ГБ, с 10.05.1938 по не ранее 07.101.1944.","Шемена С. И., капитан ГБ, с десятого мая тысяча девятьсот тридцать восьмого года по не ранее 07.101.1944."
"Ключкин И. И., полковник, с 04.04.1945 по 24.07.1950","Ключкин И. И., полковник, с четвёртого апреля тысяча девятьсот сорок пятого года по двадцать четвёртого июля тысяча девятьсот пятидесятого года"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"GNRI в 1932 отцепляла вагоны в Дроэде от экспресса в 15:15 в северном направлении, далее они следовали в Дандолк.","GNRI в 1932 отцепляла вагоны в Дроэде от экспресса в пятнадцать часов пятнадцать минут в северном направлении, далее они следовали в Дандолк."
"Последние отцепные вагоны ходили до Килдэра экспрессом в 09:30 от Дублина до Корка, их использование прекратилось в 1940 году.","Последние отцепные вагоны ходили до Килдэра экспрессом в девять часов тридцать минут от Дублина до Корка, их использование прекратилось в 1940 году."
Альбомная версия — 4:47,Альбомная версия — четыре часа сорок семь минуты
Видеоверсия — 4:11,Видеоверсия — четыре часа одиннадцать минут
Радиоверсия — 3:24,Радиоверсия — три часа двадцать четыре минуты
Paul Oakenfold Edit — 4:59,Paul Oakenfold Edit — четыре часа пятьдесят девять минуты
Paul Oakenfold Mix — 5:48,Paul Oakenfold Mix — пять часов сорок восемь минуты
Орден Святого Станислава 3-й ст. (ВП 30.04.1909),Орден Святого Станислава 3-й ст. (ВП тридцатого апреля тысяча девятьсот девятого года)
Орден Святой Анны 3-й ст. (ВП 29.12.1911),Орден Святой Анны 3-й ст. (ВП двадцать девятого декабря тысяча девятьсот одиннадцатого года)
Орден Святого Владимира 4-й ст. с мечами и бантом (ВП 16.01.1915),Орден Святого Владимира 4-й ст. с мечами и бантом (ВП шестнадцатого января тысяча девятьсот пятнадцатого года)
мечи к ордену Св. Станислава 2-й ст. (ВП 27.08.1915),мечи к ордену Св. Станислава 2-й ст. (ВП двадцать седьмого августа тысяча девятьсот пятнадцатого года)
Архивировано из оригинала 6 июня 2014 года.,Архивировано из оригинала 6 июня 2014 года.
газета «Экспресс К» № 9 (16881) от 22.01.2010,газета «Экспресс К» № 9 (16881) от двадцать второго января две тысячи десятого года
«Как один хан использовал двух императоров» газета «Надежда» № 20 (772) от 19.05.2011,«Как один хан использовал двух императоров» газета «Надежда» № 20 (772) от девятнадцатого мая две тысячи одиннадцатого года
Архивировано из оригинала 7 июня 2014 года. азета «Экспресс К» № 87 (17202) от 20.05.2011,Архивировано из оригинала 7 июня 2014 года. азета «Экспресс К» № 87 (17202) от двадцатого мая две тысячи одиннадцатого года
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Помимо того, в марте 2020 года Роспотребнадзор сообщил, что ведёт «усиленный двойной контроль» лиц, пребывающих из стран с неблагополучной эпидемиологической обстановкой, используя стационарные и переносные тепловизоры, и что с 31.12.2019 по 19.03.2020 было досмотрено 4 млн. 641 тыс. человек, в том числе почти 400 тыс. прибывших из Китайской Народной Республики (КНР).","Помимо того, в марте 2020 года Роспотребнадзор сообщил, что ведёт «усиленный двойной контроль» лиц, пребывающих из стран с неблагополучной эпидемиологической обстановкой, используя стационарные и переносные тепловизоры, и что с тридцать первого декабря две тысячи девятнадцатого года по девятнадцатого марта две тысячи двадцатого года было досмотрено 4 млн. 641 тыс. человек, в том числе почти 400 тыс. прибывших из Китайской Народной Республики (КНР)."
«Михаил Угаров закончил съемки фильма о молодом Чехове и его братьях»,«Михаил Угаров закончил съемки фильма о молодом Чехове и его братьях»
"Архивная копия от 25 сентября 2015 на Wayback Machine// РИА НОВОСТИ, 30.07.2013","Архивная копия от 25 сентября 2015 на Wayback Machine// РИА НОВОСТИ, тридцатого июля две тысячи тринадцатого года"
"""Время «Ч» для «Братьев Ч» Архивная копия от 25 сентября 2015 на Wayback Machine// ""Российская Газета "", 13.01.2014","""Время «Ч» для «Братьев Ч» Архивная копия от 25 сентября 2015 на Wayback Machine// ""Российская Газета "", тринадцатого января две тысячи четырнадцатого года"
"Афанасий Иванович Фокин (24 апреля 1907, Добрынь, Климовский район — 14 января 1953, Тихий океан) — советский лётчик минно-торпедной авиации в Великой Отечественной войны, Герой Советского Союза (16.05.1944).","Афанасий Иванович Фокин (24 апреля 1907, Добрынь, Климовский район — 14 января 1953, Тихий океан) — советский лётчик минно-торпедной авиации в Великой Отечественной войны, Герой Советского Союза (шестнадцатого мая тысяча девятьсот сорок четвёртого года)."
Медаль «Золотая Звезда» Героя Советского Союза (16.05.1944),Медаль «Золотая Звезда» Героя Советского Союза (шестнадцатого мая тысяча девятьсот сорок четвёртого года)
"Два ордена Ленина (13.08.1941, 16.05.1944)","Два ордена Ленина (тринадцатого августа тысяча девятьсот сорок первого года, шестнадцатого мая тысяча девятьсот сорок четвёртого года)"
"Два ордена Красного Знамени (1.05.1940, 16.12.1941)","Два ордена Красного Знамени (1.05.1940, шестнадцатого декабря тысяча девятьсот сорок первого года)"
Орден Ушакова 2-й степени (31.05.1945),Орден Ушакова 2-й степени (тридцать первого мая тысяча девятьсот сорок пятого года)
Орден Красной Звезды (20.06.1949),Орден Красной Звезды (двадцатого июня тысяча девятьсот сорок девятого года)
"Флаг города Пензы представляет собой прямоугольное полотнище с отношением ширины к длине 2:3, зелёного цвета, с воспроизведением на нем трёх снопов (фигур герба) в золотистом цвете и вертикальной полосы золотистого цвета, расположенной вдоль древка (в 1:5 длины полотнища), изображение на оборотной стороне полотнища воспроизводит композицию лицевой стороны зеркально.","Флаг города Пензы представляет собой прямоугольное полотнище с отношением ширины к длине два:три, зелёного цвета, с воспроизведением на нем трёх снопов (фигур герба) в золотистом цвете и вертикальной полосы золотистого цвета, расположенной вдоль древка (в один:пять длины полотнища), изображение на оборотной стороне полотнища воспроизводит композицию лицевой стороны зеркально."
Косоногов Александр Петрович [Текст] : [бывший директор Воронеж. тепловозоремонт.,Косоногов Александр Петрович [Текст] : [бывший директор Воронеж. тепловозоремонт.
з-да Александр Петрович Косоногов (26.02.1926—01.06.2011): некролог] // Коммуна.,з-да Александр Петрович Косоногов (двадцать шестого февраля тысяча девятьсот двадцать шестого года—первого июня две тысячи одиннадцатого года): некролог] // Коммуна.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В дальнейшем Симона - победитель (25.03.2006, Дизентис),  обладатель трёх серебряных и трёх бронзовых наград.","В дальнейшем Симона - победитель (двадцать пятого марта две тысячи шестого года, Дизентис),  обладатель трёх серебряных и трёх бронзовых наград."
По приказу контр-адмирала Людвига фон Ройтера 21 июня 1919 года в 10.30 экипаж открыл кингстоны и в 14:00 корабль затонул.,По приказу контр-адмирала Людвига фон Ройтера 21 июня 1919 года в 10.30 экипаж открыл кингстоны и в четырнадцать часа ноль минут корабль затонул.
"Алекса́ндр Петро́вич Хрущёв, или Хрущо́в (1806—1875) — русский военный и государственный деятель, генерал от инфантерии (30.08.1869), генерал-адъютант (26.11.1869).","Алекса́ндр Петро́вич Хрущёв, или Хрущо́в (тысяча восемьсот шестой—тысяча восемьсот семьдесят пятый) — русский военный и государственный деятель, генерал от инфантерии (тридцатого августа тысяча восемьсот шестьдесят девятого года), генерал-адъютант (двадцать шестого ноября тысяча восемьсот шестьдесят девятого года)."
Орден Святого Станислава 3-й степени (12.12.1835),Орден Святого Станислава 3-й степени (двенадцатого декабря тысяча восемьсот тридцать пятого года)
Орден Святой Анны 3-й степени (03.04.1838),Орден Святой Анны 3-й степени (третьего апреля тысяча восемьсот тридцать восьмого года)
Орден Святого Владимира 4-й степени (10.11.1842),Орден Святого Владимира 4-й степени (десятого ноября тысяча восемьсот сорок второго года)
Орден Святого Георгия 4-й степени (26.11.1851),Орден Святого Георгия 4-й степени (двадцать шестого ноября тысяча восемьсот пятьдесят первого года)
Орден Святой Анны 1-й степени с мечами (25.02.1855),Орден Святой Анны 1-й степени с мечами (двадцать пятого февраля тысяча восемьсот пятьдесят пятого года)
"Золотая сабля с надписью ""За храбрость"", украшенная алмазами (30.09.1855)","Золотая сабля с надписью ""За храбрость"", украшенная алмазами (тридцатого сентября тысяча восемьсот пятьдесят пятого года)"
Орден Святого Георгия 3-й степени (14.05.1856),Орден Святого Георгия 3-й степени (четырнадцатого мая тысяча восемьсот пятьдесят шестого года)
Императорская корона к ордену Святой Анны 1-й степени (12.04.1859),Императорская корона к ордену Святой Анны 1-й степени (двенадцатого апреля тысяча восемьсот пятьдесят девятого года)
Орден Святого Владимира 2-й степени (16.05.1862),Орден Святого Владимира 2-й степени (шестнадцатого мая тысяча восемьсот шестьдесят второго года)
Орден Белого орла (22.04.1864),Орден Белого орла (двадцать второго апреля тысяча восемьсот шестьдесят четвёртого года)
Орден Святого Александра Невского (31.03.1868),Орден Святого Александра Невского (тридцать первого марта тысяча восемьсот шестьдесят восьмого года)
Алмазные знаки к ордену Святого Александра Невского (16.04.1872),Алмазные знаки к ордену Святого Александра Невского (шестнадцатого апреля тысяча восемьсот семьдесят второго года)
"Прямоугольное зелёное полотнище с отношением ширины к длине 2:3, несущее вдоль верхнего края полосу шириной в 1/3 ширины полотнища в виде красной стены с жёлтыми швами кладки и со смещённой от древка аркой, а на основной, зелёной части полотнища — извилистую белую полосу, расширяющуюся от арки к нижнему углу полотнища у древка.","Прямоугольное зелёное полотнище с отношением ширины к длине два:три, несущее вдоль верхнего края полосу шириной в 1/3 ширины полотнища в виде красной стены с жёлтыми швами кладки и со смещённой от древка аркой, а на основной, зелёной части полотнища — извилистую белую полосу, расширяющуюся от арки к нижнему углу полотнища у древка."
— 674 с. — ISBN 13:978-007710775-8.,— 674 с. — ISBN тринадцать:девятьсот семьдесят восемь-от семи миллионов семисот десяти тысяч семисот семидесяти пяти до восьми
"26 февраля 2012 года Элвис дебютировал в основном составе «Фейеноорда» в выездном матче против ПСВ (2:3), выйдя на замену вместо Джерсона Кабрала.","26 февраля 2012 года Элвис дебютировал в основном составе «Фейеноорда» в выездном матче против ПСВ (два:три), выйдя на замену вместо Джерсона Кабрала."
"Дебютировал 3 сентября 2012 года в матче против «Фортуны» (Ситтард) (3:0), записав на свой счёт голевую передачу.","Дебютировал 3 сентября 2012 года в матче против «Фортуны» (Ситтард) (три:ноль), записав на свой счёт голевую передачу."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
23 октября 2022 года в матче против клуба «Астана» дебютировал в казахстанской Премьер-лиге (1:5).,23 октября 2022 года в матче против клуба «Астана» дебютировал в казахстанской Премьер-лиге (один:пять).
13 ноября 2019 года дебютировал за сборную Казахстана до 17 лет в матче против сборной Германии до 17 лет (0:5).,13 ноября 2019 года дебютировал за сборную Казахстана до 17 лет в матче против сборной Германии до 17 лет (ноль:пять).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
В течение 2012—2015 годов рубль Приднестровской Молдавской Республики неожиданно оказался самой крепкой денежной единицей (пусть и непризнанной) на территории всего постсоветского пространства (официальные обменные курсы ПРБ доллара США к рублю ПМР: на 23.03.2015 — 11 рублей 10 копеек ПМР за 1 доллар США; на 20.01.2012 — 11 рублей 10 копеек ПМР за 1 доллар США).,В течение с две тысячи двенадцатого по две тысячи пятнадцатый годов рубль Приднестровской Молдавской Республики неожиданно оказался самой крепкой денежной единицей (пусть и непризнанной) на территории всего постсоветского пространства (официальные обменные курсы ПРБ доллара США к рублю ПМР: на двадцать третьего марта две тысячи пятнадцатого года — 11 рублей 10 копеек ПМР за 1 доллар США; на двадцатого января две тысячи двенадцатого года — 11 рублей 10 копеек ПМР за 1 доллар США).
Орден Ленина (17.11.1943),Орден Ленина (семнадцатого ноября тысяча девятьсот сорок третьего года)
Орден Красной Звезды(02.08.1943),Орден Красной Звезды(второго августа тысяча девятьсот сорок третьего года)
Орден Красной Звезды(01.10.1943),Орден Красной Звезды(первого октября тысяча девятьсот сорок третьего года)
"Авария произошла 10 января 2015 года в 15:35 по местному времени, на трассе недалеко от немецкого города Порта-Вестфалика.","Авария произошла 10 января 2015 года в пятнадцать часов тридцать пять минуты по местному времени, на трассе недалеко от немецкого города Порта-Вестфалика."
1:17) .,один час семнадцать минут) .
"Теперь, как город, так и область расположены в часовом поясе UTC+5:00.","Теперь, как город, так и область расположены в часовом поясе UTC+пять часов ноль минут."
