q,a
"Юрий Мамин в гостях у «Живого ТВ» на YouTube, 13.04.2011","Юрий Мамин в гостях у «Живого ТВ» на YouTube, тринадцатого апреля две тысячи одиннадцатого года"
"Королев, 30.06.2009 г. (видео) Архивная копия от 10 июля 2009 на Wayback Machine","Королев, тридцатого июня две тысячи девятого года г. (видео) Архивная копия от 10 июля 2009 на Wayback Machine"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В связи с реорганизацией локомотивного хозяйства ОАО «РЖД» на основании приказа №156/Н от 15.06.2009 года Локомотивное депо реорганизовано в эксплуатационное локомотивное депо ТЧЭ – 23 – структурное подразделение Московско – Смоленского отделения Московской железной дороги, в настоящее время – Московской дирекции тяги.","В связи с реорганизацией локомотивного хозяйства ОАО «РЖД» на основании приказа №156/Н от пятнадцатого июня две тысячи девятого года года Локомотивное депо реорганизовано в эксплуатационное локомотивное депо ТЧЭ – 23 – структурное подразделение Московско – Смоленского отделения Московской железной дороги, в настоящее время – Московской дирекции тяги."
20.10.2003.,двадцатого октября две тысячи третьего года.
"Журнал «Коммерсантъ Weekend», №77 (3161), 29.04.2005.","Журнал «Коммерсантъ Weekend», №77 (3161), двадцать девятого апреля две тысячи пятого года."
"Радио Свобода, 18.11.2010","Радио Свобода, восемнадцатого ноября две тысячи десятого года"
"Архивная копия от 4 марта 2016 на Wayback Machine «Коммерсантъ-Online», 14.02.2011","Архивная копия от 4 марта 2016 на Wayback Machine «Коммерсантъ-Online», четырнадцатого февраля две тысячи одиннадцатого года"
"Архивная копия от 4 марта 2016 на Wayback Machine Росбалт, 07.12.2010","Архивная копия от 4 марта 2016 на Wayback Machine Росбалт, седьмого декабря две тысячи десятого года"
"Архивная копия от 21 августа 2012 на Wayback Machine Росбалт, 20.08.2012","Архивная копия от 21 августа 2012 на Wayback Machine Росбалт, двадцатого августа две тысячи двенадцатого года"
В Иркутской обсерватории (970 км к югу от вывала леса) начало землетрясения зафиксировано примерно в 0:19 по Гринвичу.,В Иркутской обсерватории (970 км к югу от вывала леса) начало землетрясения зафиксировано примерно в ноль часа девятнадцать минут по Гринвичу.
"По мнению И. П. Пасечника, проводившего эти исследования, время начала землетрясения в предполагаемом эпицентре было примерно 0:14 по Гринвичу.","По мнению И. П. Пасечника, проводившего эти исследования, время начала землетрясения в предполагаемом эпицентре было примерно ноль часа четырнадцать минут по Гринвичу."
"В сериале «Секретные материалы» есть серия под названием «Тунгуска» (4-й сезон, 8-я серия, «Tunguska» 01.12.1996), где описывается вирус, выделенный русскими учёными из фрагментов упавшего метеорита.","В сериале «Секретные материалы» есть серия под названием «Тунгуска» (4-й сезон, 8-я серия, «Tunguska» первого декабря тысяча девятьсот девяносто шестого года), где описывается вирус, выделенный русскими учёными из фрагментов упавшего метеорита."
Справочник Союза писателей СССР [по состоянию на 01.12.1963],Справочник Союза писателей СССР [по состоянию на первого декабря тысяча девятьсот шестьдесят третьего года]
/ Ред. К. В. Воронков; сост.,/ Ред. К. В. Воронков; сост.
Справочник Союза писателей СССР [по состоянию на 01.11.1965],Справочник Союза писателей СССР [по состоянию на первого ноября тысяча девятьсот шестьдесят пятого года]
/ Ред. К. В. Воронков; сост.,/ Ред. К. В. Воронков; сост.
Справочник Союза писателей СССР [по состоянию на 01.01.1970] / Ред. М. В. Горбачёв; сост.,Справочник Союза писателей СССР [по состоянию на первого января тысяча девятьсот семидесятого года] / Ред. М. В. Горбачёв; сост.
10.03.1861).,десятого марта тысяча восемьсот шестьдесят первого года).
01.04.1876).,первого апреля тысяча восемьсот семьдесят шестого года).
10.04.1879).,десятого апреля тысяча восемьсот семьдесят девятого года).
11.09.1862).,одиннадцатого сентября тысяча восемьсот шестьдесят второго года).
21.03.1864).,двадцать первого марта тысяча восемьсот шестьдесят четвёртого года).
17.12.1870).,семнадцатого декабря тысяча восемьсот семидесятого года).
Одной из задач института является картографирование территории Франции в масштабе 1:25.000.,Одной из задач института является картографирование территории Франции в масштабе один час двадцать пять минуты.000.
"Чемпионом стало «Динамо» (Киев) (в 16-й раз), гарантировавшее свой титул 25 апреля 2021 года после победы над «Ингульцом» (5:0) за 3 тура до окончания турнира.","Чемпионом стало «Динамо» (Киев) (в 16-й раз), гарантировавшее свой титул 25 апреля 2021 года после победы над «Ингульцом» (пять:ноль) за 3 тура до окончания турнира."
"Первый официальный матч за сборную СССР провёл 8 сентября 1954 года против Швеции, в котором сборная СССР победила со счётом 7:0.","Первый официальный матч за сборную СССР провёл 8 сентября 1954 года против Швеции, в котором сборная СССР победила со счётом семь:ноль."
"19 июня 1958 года там же провёл последний официальный матч за сборную против Швеции, в котором советская сборная уступила со счётом 0:2.","19 июня 1958 года там же провёл последний официальный матч за сборную против Швеции, в котором советская сборная уступила со счётом ноль:два."
Однако уже в матче первого тура группового этапа тайцы сенсационно проиграли сборной Индии со счетом 1:4.,Однако уже в матче первого тура группового этапа тайцы сенсационно проиграли сборной Индии со счетом один:четыре.
Под его руководством тайцы победили Бахрейн (2:0) и сыграли вничью с ОАЭ (1:1).,Под его руководством тайцы победили Бахрейн (два:ноль) и сыграли вничью с ОАЭ (один:один).
Население 01.05.2008 1065 чел.,Население первого мая две тысячи восьмого года 1065 чел.
"Йорданка Благоева Иванова (урождённая Димитрова, 19 января 1947 года, Горно-Церовене, Болгария) — болгарская спортсменка, выступавшая в прыжках в высоту, экс-рекордсменка мира (1,94 м в Загребе, 24.09.1972), серебряный призёр Олимпийских игр 1972 года в Мюнхене, бронзовый призёр Олимпийских игр 1976 года в Монреале.","Йорданка Благоева Иванова (урождённая Димитрова, 19 января 1947 года, Горно-Церовене, Болгария) — болгарская спортсменка, выступавшая в прыжках в высоту, экс-рекордсменка мира (1,94 м в Загребе, двадцать четвёртого сентября тысяча девятьсот семьдесят второго года), серебряный призёр Олимпийских игр 1972 года в Мюнхене, бронзовый призёр Олимпийских игр 1976 года в Монреале."
"Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от 30.07.1937 № 00447 и активным участием в сталинских репрессиях.","Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от тридцатого июля тысяча девятьсот тридцать седьмого года № 00447 и активным участием в сталинских репрессиях."
В 1995—2010 годах деревня Грумады входила в Дубровскую волость вплоть до её упразднения согласно Закону Псковской области от 03.06.2010 № 984-ОЗ.,В тысяча девятьсот девяносто пятом по две тысячи десятый годах деревня Грумады входила в Дубровскую волость вплоть до её упразднения согласно Закону Псковской области от третьего июня две тысячи десятого года № 984-ОЗ.
Указом Президента Российской Федерации от 12.12.2019 г. № 595 присвоено воинское звание генерал-полковник.,Указом Президента Российской Федерации от двенадцатого декабря две тысячи девятнадцатого года г. № 595 присвоено воинское звание генерал-полковник.
Два ордена Трудового Красного Знамени (04.05.1960),Два ордена Трудового Красного Знамени (четвёртого мая тысяча девятьсот шестидесятого года)
епископ Хосе Мария Кавальеро (9.07.1960 — 29.05.1963);,епископ Хосе Мария Кавальеро (9.07.1960 — двадцать девятого мая тысяча девятьсот шестьдесят третьего года);
епископ Эдмондо Калья Мартинес (29.05.1964 — 12.07.1976);,епископ Эдмондо Калья Мартинес (двадцать девятого мая тысяча девятьсот шестьдесят четвёртого года — двенадцатого июля тысяча девятьсот семьдесят шестого года);
епископ Карлос Артуро Муллин Ночетти SJ (3.11.1977 — 17.03.1985);,епископ Карлос Артуро Муллин Ночетти SJ (3.11.1977 — семнадцатого марта тысяча девятьсот восемьдесят пятого года);
епископ Виктор Хиль Лечоса (9.11.1985 — 21.06.2001);,епископ Виктор Хиль Лечоса (9.11.1985 — двадцать первого июня две тысячи первого года);
епископ Хайме Рафаэль Фуэнтес (16.10.2010 — 02.03.2020).,епископ Хайме Рафаэль Фуэнтес (шестнадцатого октября две тысячи десятого года — второго марта две тысячи двадцатого года).
"Через десять лет Борис появился за столом в составе команды «старейшин клуба» во главе с Андреем Камориным, проигравшей телезрителям со счётом 6:5.","Через десять лет Борис появился за столом в составе команды «старейшин клуба» во главе с Андреем Камориным, проигравшей телезрителям со счётом шесть:пять."
Жена (контракт 12.04.1597):,Жена (контракт двенадцатого апреля тысяча пятьсот девяносто седьмого года):
"Ипполита Бушар, виконтесса д’Обтер, единственная дочь Давида Бушара, виконта д’Обтер, и Рене де Бурдей","Ипполита Бушар, виконтесса д’Обтер, единственная дочь Давида Бушара, виконта д’Обтер, и Рене де Бурдей"
"Жена (контракт 26.09.1646): Мари-Клер де Пардайян, дочь Антуана-Арно де Пардайяна, сеньора де Гондрен, маркиза д'Антен и Монтеспан, и Поль де Сен-Лари де Бельгард","Жена (контракт двадцать шестого сентября тысяча шестьсот сорок шестого года): Мари-Клер де Пардайян, дочь Антуана-Арно де Пардайяна, сеньора де Гондрен, маркиза д'Антен и Монтеспан, и Поль де Сен-Лари де Бельгард"
В чемпионате Швеции дебютировал 23 апреля 2009 года в матче против «Гётеборга» (0:1).,В чемпионате Швеции дебютировал 23 апреля 2009 года в матче против «Гётеборга» (ноль:один).
В финале турнира Нигерия обыграла Египет со счётом (2:0).,В финале турнира Нигерия обыграла Египет со счётом (два:ноль).
"Нигерийцы смогли дойти до финала, где уступили Аргентине (1:2).","Нигерийцы смогли дойти до финала, где уступили Аргентине (один:два)."
В финале обыграв команду Австралии (2:0).,В финале обыграв команду Австралии (два:ноль).
"Нигерия стала обладателем серебряных наград турнира, дойдя до финала, где проиграла Аргентине (0:1).","Нигерия стала обладателем серебряных наград турнира, дойдя до финала, где проиграла Аргентине (ноль:один)."
Посмертно был реабилитирован по Указу Президиума ВС СССР (от 16.01.1989 по году репрессий 1930).,Посмертно был реабилитирован по Указу Президиума ВС СССР (от шестнадцатого января тысяча девятьсот восемьдесят девятого года по году репрессий 1930).
"Первым в 1:35 ночи по Токио возле п. Батавия торпедным попаданием в правый борт был уничтожен тральщик охранения десанта, через три минуты разрывами еще двух торпед поражены штабные корабли десанта:","Первым в один час тридцать пять минуты ночи по Токио возле п. Батавия торпедным попаданием в правый борт был уничтожен тральщик охранения десанта, через три минуты разрывами еще двух торпед поражены штабные корабли десанта:"
26.10.1942 г. - у арх.,двадцать шестого октября тысяча девятьсот сорок второго года г. - у арх.
Св.,Св.
Креста торпедным залпом ЭМ Акигумо-Макигумо уничтожен  АВ №8 Хорнет.,Креста торпедным залпом ЭМ Акигумо-Макигумо уничтожен  АВ №8 Хорнет.
13.11.1942 г. - у о.,тринадцатого ноября тысяча девятьсот сорок второго года г. - у о.
Гуадалканал торпедным залпом легких сил уничтожены лёгкий крейсер №51 Атланта (с ЭМ Акацуки) и ЭМ Бартон-Лэффи-Уолк-Бенхэм ВМС США.,Гуадалканал торпедным залпом легких сил уничтожены лёгкий крейсер №51 Атланта (с ЭМ Акацуки) и ЭМ Бартон-Лэффи-Уолк-Бенхэм ВМС США.
30.10.1942 г. - у м.,тридцатого октября тысяча девятьсот сорок второго года г. - у м.
"Генна́дий Петро́вич Ля́чин (1 января 1955, совхоз «Сарпинский» (ныне — посёлок Догзмакин) Сарпинский район Сталинградской области — 12 августа 2000, Баренцево море) — советский и российский военный моряк, командир подводной лодки «К-141» «Курск» (1996—2000), капитан 1-го ранга (19.10.1996), Герой Российской Федерации (26.08.2000, посмертно).","Генна́дий Петро́вич Ля́чин (1 января 1955, совхоз «Сарпинский» (ныне — посёлок Догзмакин) Сарпинский район Сталинградской области — 12 августа двухтысячный, Баренцево море) — советский и российский военный моряк, командир подводной лодки «К-141» «Курск» (тысяча девятьсот девяносто шестой—двухтысячный), капитан 1-го ранга (девятнадцатого октября тысяча девятьсот девяносто шестого года), Герой Российской Федерации (двадцать шестого августа двухтысячного года, посмертно)."
Капитан 1-го ранга (19.10.1996),Капитан 1-го ранга (девятнадцатого октября тысяча девятьсот девяносто шестого года)
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Младший брат — Павел Семёнович (1829/30—12.05.1886), живописец, график; писал картины на исторические и религиозные темы, жанры и портреты.","Младший брат — Павел Семёнович (1829/30—двенадцатого мая тысяча восемьсот восемьдесят шестого года), живописец, график; писал картины на исторические и религиозные темы, жанры и портреты."
"Младший брат — Рафаил Семёнович (28.05.1838—30.06.1900), живописец, архитектор, статский советник.","Младший брат — Рафаил Семёнович (двадцать восьмого мая тысяча восемьсот тридцать восьмого года—тридцатого июня тысяча девятисотого года), живописец, архитектор, статский советник."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Библиотека Кёпрюлю работает с 08:00 до 17:00, кроме понедельника и воскресенья.","Библиотека Кёпрюлю работает с восемь часов ноль минут до семнадцать часов ноль минут, кроме понедельника и воскресенья."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Я тебя не нашёл (Уже) — 4:17,Я тебя не нашёл (Уже) — четыре часа семнадцать минут
Четверо парней — 4:00,Четверо парней — четыре часа ноль минут
Пусть тебе приснится — 4:44,Пусть тебе приснится — четыре часа сорок четыре минуты
Но это так (Бегунов — Шахрин) — 5:45,Но это так (Бегунов — Шахрин) — пять часов сорок пять минуты
Город мой — 4:17,Город мой — четыре часа семнадцать минут
17 лет — 4:30,17 лет — четыре часа тридцать минут
Джип-бип-папа — 3:13,Джип-бип-папа — три часа тринадцать минут
Давай просто уйдём — 5:09,Давай просто уйдём — пять часов девять минут
Антипаровозная — 3:58,Антипаровозная — три часа пятьдесят восемь минуты
Песня рыб — 0:30,Песня рыб — ноль часа тридцать минут
Тайный знак — 4:05,Тайный знак — четыре часа пять минут
Для меня (Похмельная) — 5:36,Для меня (Похмельная) — пять часов тридцать шесть минуты
02.05.2005) и Феликс Уотсон (род.,второго мая две тысячи пятого года) и Феликс Уотсон (род.
13.11.2007).,тринадцатого ноября две тысячи седьмого года).
Постановлением Главы администрации города Нальчика от 18.01.1993 г. № 43 переименована в среднюю общеобразовательную школу № 6 города Нальчика.,Постановлением Главы администрации города Нальчика от восемнадцатого января тысяча девятьсот девяносто третьего года г. № 43 переименована в среднюю общеобразовательную школу № 6 города Нальчика.
Распоряжением Департамента управления городским имуществом от 16.05.2000 г. № 311 переименована в Нальчикскую среднюю школу № 6.,Распоряжением Департамента управления городским имуществом от шестнадцатого мая двухтысячного года г. № 311 переименована в Нальчикскую среднюю школу № 6.
"Распоряжением Департамента управления городским имуществом от 13.03.2001 г. № 125 переименована в муниципальное образовательное учреждение «Средняя общеобразовательная школа № 6» города Нальчика"".","Распоряжением Департамента управления городским имуществом от тринадцатого марта две тысячи первого года г. № 125 переименована в муниципальное образовательное учреждение «Средняя общеобразовательная школа № 6» города Нальчика""."
Приказом Департамента образования и науки администрации г. Нальчика от 22.08.2003 г. № 212 переименована в муниципальное образовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» города Нальчика.,Приказом Департамента образования и науки администрации г. Нальчика от двадцать второго августа две тысячи третьего года г. № 212 переименована в муниципальное образовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» города Нальчика.
Приказом Департамента образования и науки администрации г. Нальчика от 18.04.2006 г. № 349 «О наименовании муниципальных образовательных учреждений города Нальчика» переименована в муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» города Нальчика Кабардино-Балкарской Республики.,Приказом Департамента образования и науки администрации г. Нальчика от восемнадцатого апреля две тысячи шестого года г. № 349 «О наименовании муниципальных образовательных учреждений города Нальчика» переименована в муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» города Нальчика Кабардино-Балкарской Республики.
Приказом Департамента образования местной администрации г.о.,Приказом Департамента образования местной администрации г.о.
Нальчик от 21.01.2010 г. № 16 «О внесении изменений в уставы общеобразовательных учреждений» — «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики.,Нальчик от двадцать первого января две тысячи десятого года г. № 16 «О внесении изменений в уставы общеобразовательных учреждений» — «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики.
"Постановлением Местной администрации городского округа Нальчик от 12.08.2011 г. № 1802 ""Об изменении типа муниципального общеобразовательного учреждения"" изменен тип на муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики.","Постановлением Местной администрации городского округа Нальчик от двенадцатого августа две тысячи одиннадцатого года г. № 1802 ""Об изменении типа муниципального общеобразовательного учреждения"" изменен тип на муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики."
Постановлением Местной администрации г.о.,Постановлением Местной администрации г.о.
"Нальчик от 12.12.2012 г. № 2033 ""Об изменении типа муниципального бюджетного общеобразовательного учреждения «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик"" изменен тип на муниципальное казенное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики.","Нальчик от двенадцатого декабря две тысячи двенадцатого года г. № 2033 ""Об изменении типа муниципального бюджетного общеобразовательного учреждения «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик"" изменен тип на муниципальное казенное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 с углубленным изучением отдельных предметов» городского округа Нальчик Кабардино-Балкарской Республики."
Прекратил вещание 1 ноября 2015 года в 6:00 по московскому времени.,Прекратил вещание 1 ноября 2015 года в шесть часов ноль минут по московскому времени.
12 июня 2003 года в 7:55 мск ВГТРК запустила телеканал под названием «Спорт».,12 июня 2003 года в семь часов пятьдесят пять минуты мск ВГТРК запустила телеканал под названием «Спорт».
22 июня 2003 года в 0:25 телеканал «Спорт» занял частоту ЗАО «Шестой телеканал» (вещавшего под брендом «ТВС»).,22 июня 2003 года в ноль часа двадцать пять минуты телеканал «Спорт» занял частоту ЗАО «Шестой телеканал» (вещавшего под брендом «ТВС»).
Вещание 12 июня 2003 года на 25 ТВК открыли выпуск «Вести-Спорт» в 8:00 мск и запись матча 12-го тура РФПЛ «Локомотив» — «Спартак».,Вещание 12 июня 2003 года на 25 ТВК открыли выпуск «Вести-Спорт» в восемь часов ноль минут мск и запись матча 12-го тура РФПЛ «Локомотив» — «Спартак».
Трансляция телеканала на 6 ТВК (22 июня 2003 в 0:25 мск) после отключения канала «ТВС» началась с демонстрации повтора футбольного матча 13-го тура РФПЛ «Ротор» — «Локомотив» от 19 июня 2003 года (без упоминания в печатных телепрограммах).,Трансляция телеканала на 6 ТВК (22 июня 2003 в ноль часа двадцать пять минуты мск) после отключения канала «ТВС» началась с демонстрации повтора футбольного матча 13-го тура РФПЛ «Ротор» — «Локомотив» от 19 июня 2003 года (без упоминания в печатных телепрограммах).
"По этой же причине первое время (с июня 2003 по январь 2004 года) «Спорт» вещал без общефедеральных технических перерывов в ночь со вторника со среду (каждую третью среду, раз в 4 месяца до 10:00 МСК) — они были введены только с 21 января 2004 года, по аналогии с «ТВ-6» и «ТВС» — также в один день с НТВ и «Культурой».","По этой же причине первое время (с июня 2003 по январь 2004 года) «Спорт» вещал без общефедеральных технических перерывов в ночь со вторника со среду (каждую третью среду, раз в 4 месяца до десять часа ноль минут МСК) — они были введены только с 21 января 2004 года, по аналогии с «ТВ-6» и «ТВС» — также в один день с НТВ и «Культурой»."
"В частности, вещание с 1:45 до 7:00, затем с 1:45 до 6:00 еженедельно в ночь с понедельника на вторник и с 7:00 до 15:00 в четвёртый четверг каждого месяца (также по аналогии с «ТВ-6» и «ТВС», но в их случаях профилактические работы распространялись на всю сеть вещания телеканала) в московском регионе не осуществлялось в связи с местными профилактическими работами.","В частности, вещание с один час сорок пять минуты до семь часов ноль минут, затем с один час сорок пять минуты до шесть часов ноль минут еженедельно в ночь с понедельника на вторник и с семь часов ноль минут до пятнадцать часов ноль минут в четвёртый четверг каждого месяца (также по аналогии с «ТВ-6» и «ТВС», но в их случаях профилактические работы распространялись на всю сеть вещания телеканала) в московском регионе не осуществлялось в связи с местными профилактическими работами."
"Официально канал прекратил вещание 1 ноября 2015 года в 6:00 по московскому времени, спустя полчаса на его частоте началось вещание телеканала «Матч ТВ» (в это время шёл обратный отсчёт до начала его вещания).","Официально канал прекратил вещание 1 ноября 2015 года в шесть часов ноль минут по московскому времени, спустя полчаса на его частоте началось вещание телеканала «Матч ТВ» (в это время шёл обратный отсчёт до начала его вещания)."
"5 апреля: Бразилия — Чили 3:0 (15:1, 15:8, 15:8).","5 апреля: Бразилия — Чили три:ноль (пятнадцать:один, пятнадцать:восемь, пятнадцать:восемь)."
"6 апреля: Уругвай — Парагвай 3:0 (15:9, 15:6, 15:7).","6 апреля: Уругвай — Парагвай три:ноль (пятнадцать:девять, пятнадцать:шесть, пятнадцать:семь)."
"7 апреля: Венесуэла — Чили 3:0 (17:15, 15:10, 15:3).","7 апреля: Венесуэла — Чили три:ноль (семнадцать часов пятнадцать минут, пятнадцать часов десять минут, пятнадцать:три)."
"8 апреля: Венесуэла — Уругвай 3:0 (15:3, 15:5, 15:1);","8 апреля: Венесуэла — Уругвай три:ноль (пятнадцать:три, пятнадцать:пять, пятнадцать:один);"
"Бразилия — Парагвай 3:0 (15:4, 15:5, 15:4).","Бразилия — Парагвай три:ноль (пятнадцать:четыре, пятнадцать:пять, пятнадцать:четыре)."
"9 апреля: Чили — Парагвай 3:2 (6:15, 15:12, 16:14, 14:16, 16:14).","9 апреля: Чили — Парагвай три:два (шесть часов пятнадцать минут, пятнадцать часов двенадцать минут, шестнадцать часов четырнадцать минут, четырнадцать часа шестнадцать минут, шестнадцать часов четырнадцать минут)."
"10 апреля: Венесуэла — Парагвай 3:0 (15:1, 15:5, 15:5);","10 апреля: Венесуэла — Парагвай три:ноль (пятнадцать:один, пятнадцать:пять, пятнадцать:пять);"
"Бразилия — Уругвай 3:0 (15:5, 15:4, 15:11).","Бразилия — Уругвай три:ноль (пятнадцать:пять, пятнадцать:четыре, пятнадцать часов одиннадцать минут)."
"11 апреля: Чили — Уругвай 3:1 (15:8, 15:11, 6:15, 16:14).","11 апреля: Чили — Уругвай три:один (пятнадцать:восемь, пятнадцать часов одиннадцать минут, шесть часов пятнадцать минут, шестнадцать часов четырнадцать минут)."
"12 апреля: Бразилия — Венесуэла 3:0 (15:2, 15:7, 15:10).","12 апреля: Бразилия — Венесуэла три:ноль (пятнадцать:два, пятнадцать:семь, пятнадцать часов десять минут)."
"В 18:02 с 5 членами экипажа и 44 пассажирами на борту рейс RW706 вылетел из аэропорта Лос-Анджелес и сперва перешёл на связь с Лос-Анджелес-контроль, а в 18:06 — Лос-Анджелес-центр.","В восемнадцать часов два минуты с 5 членами экипажа и 44 пассажирами на борту рейс RW706 вылетел из аэропорта Лос-Анджелес и сперва перешёл на связь с Лос-Анджелес-контроль, а в восемнадцать часов шесть минут — Лос-Анджелес-центр."
"В 18:09 экипаж доложил о прохождении высоты 3657 метров, на что диспетчер сообщил: Эйр Вест семь ноль шесть красный, поворот налево, курс ноль четыре ноль, сохранять направление до достижения Даггетта.","В восемнадцать часов девять минут экипаж доложил о прохождении высоты 3657 метров, на что диспетчер сообщил: Эйр Вест семь ноль шесть красный, поворот налево, курс ноль четыре ноль, сохранять направление до достижения Даггетта."
