q,a
"Внедрение централизованных перевозок решило вопрос обеспечения АЗС нефтепродуктами минимальным количеством транспорта, производительность труда увеличилось на 14,7 %.","Внедрение централизованных перевозок решило вопрос обеспечения АЗС нефтепродуктами минимальным количеством транспорта, производительность труда увеличилось на четырнадцать целых семь десятых %."
"На 3,3 тысячи тонн больше запланированного перевезла нефтепродуктов, сэкономила значительное количество топлива.","На три целых три десятых тысячи тонн больше запланированного перевезла нефтепродуктов, сэкономила значительное количество топлива."
"Уровень грамотности 85,24 %, в том числе среди мужчин 89,2 % и среди женщин — 80,1 %.","Уровень грамотности восемьдесят пять целых двадцать четыре сотых %, в том числе среди мужчин восемьдесят девять целых две десятых % и среди женщин — восемьдесят целых одна десятая %."
"В настоящее время российский сегмент международной космической станции может напрямую взаимодействовать с ЦУПами в течение около 2,5 часов в сутки.",В настоящее время российский сегмент международной космической станции может напрямую взаимодействовать с ЦУПами в течение около двух с половиной часов в сутки.
"По данным Бюро переписи населения США площадь тауншипа составляет 93,0 км², из которых 92,2 км² занимает суша, а 0,8 км² — вода (0,89 %).","По данным Бюро переписи населения США площадь тауншипа составляет девяносто три целых ноль десятых км2, из которых девяносто две целых две десятых км2 занимает суша, а ноль целых восемь десятых км2 — вода (ноль целых восемь десятых9 %)."
"Плотность населения —  7,5 чел./км².",Плотность населения — семь с половиной чел./км2.
"Расовый состав населения: 98,12 % белых, 0,29 % азиатов, 0,58 % — других рас США и 1,01 % приходится на две или более других рас.","Расовый состав населения: девяносто восемь целых двенадцать сотых % белых, ноль целых двадцать девять сотых % азиатов, ноль целых пятьсот пятьдесят восемь тысячных % — других рас США и одна целая одна сотая % приходится на две или более других рас."
"Испанцы или латиноамериканцы любой расы составляли 1,59 % от популяции тауншипа.",Испанцы или латиноамериканцы любой расы составляли одна целая пятьдесят девять сотых % от популяции тауншипа.
"Средний размер домохозяйства — 3,04, а семьи — 3,37 человека.","Средний размер домохозяйства — три целых четыре сотых, а семьи — три целых тридцать семь сотых человека."
"электрификация: 97,2 %;",электрификация: девяносто семь целых две десятых %;
"водоснабжение: 98,6 %;",водоснабжение: девяносто восемь целых шесть десятых %;
"водоотведение: 83,7 %.",водоотведение: восемьдесят три целых семь десятых %.
"Занимает площадь 16,85 км².",Занимает площадь шестнадцать целых восемьдесят пять сотых км2.
"Средняя температура воздуха самого холодного месяца (января) — −11,3 °C; самого тёплого месяца (июля) — 20,4 °C. Безморозный период длится 142—147 дней.",Средняя температура воздуха самого холодного месяца (января) — минус одиннадцать целых три десятых C; самого тёплого месяца (июля) — двадцать целых четыре десятых C. Безморозный период длится сто тридцать две целых сто семьдесят семь тысячных дней.
"Среднегодовая температура воздуха — 2,1 °C. Средняя температура воздуха самого холодного месяца (января) — −12,3 °C (абсолютный минимум — −50 °C), средняя температура самого тёплого (июля) — 16,5 °С (абсолютный максимум — 35 °C).","Среднегодовая температура воздуха — две целых одна десятая C. Средняя температура воздуха самого холодного месяца (января) — минус двенадцать с половиной C (абсолютный минимум — 50 C), средняя температура самого тёплого (июля) — шестнадцать с половиной С (абсолютный максимум — тридцать пять с половиной C)."
"Среднегодовая температура воздуха — 2,5 °C. Средняя температура воздуха самого холодного месяца (января) — −12,6 °C (абсолютный минимум — −38 °C); самого тёплого месяца (июля) — 18,2 °C (абсолютный максимум — 36 °С).",Среднегодовая температура воздуха — два с половиной C. Средняя температура воздуха самого холодного месяца (января) — минус двенадцать целых шесть десятых C (абсолютный минимум — 38 C); самого тёплого месяца (июля) — восемнадцать целых две десятых C (абсолютный максимум — тридцать шесть десятых С (абсолютный максимум — тридцать шесть десятых С).
"Среднегодовая температура положительная и составляет +1,2 °С, средняя температура самого холодного месяца января −17,6 °C, самого жаркого месяца июля +19,4 °С. Многолетняя норма осадков — 381 мм, наибольшее количество осадков выпадает в июле — 65 мм, наименьшее в марте — 13 мм","Среднегодовая температура положительная и составляет плюс одну целую две десятых С, средняя температура самого холодного месяца января минус семнадцать целых шесть десятых C, самого жаркого месяца июля плюс девятнадцать целых четыре десятых С. Многолетняя норма осадков — триста восемьдесят одна целая две десятых мм, наибольшее количество осадков выпадает в июле — шестьдесят пять целых пятьдесят две десятых мм, наименьшее в марте — тринадцать с половиной мм."
"Занимает площадь 8,67 км².",Занимает площадь восемь целых шестьдесят семь сотых км2.
"Новая модель БА-10М получила бензобаки новой конструкции ёмкостью 54,5 литра каждый, установленные снаружи корпуса на крыльях задних колес в бронированных кожухах, в отличие от прежних, которые крепились к крыше корпуса за местами водителя и пулемётчика.","Новая модель БА-10М получила бензобаки новой конструкции ёмкостью пятьдесят четыре с половиной литра каждый, установленные снаружи корпуса на крыльях задних колес в бронированных кожухах, в отличие от прежних, которые крепились к крыше корпуса за местами водителя и пулемётчика."
"При этом масса машины возросла до 5,5 тонн, но динамические качества практически не изменились.","При этом масса машины возросла до пяти с половиной тонн, но динамические качества практически не изменились."
"Занимает площадь 21,17 км².",Занимает площадь двадцать одна целая семнадцать сотых км2.
"Занимает площадь 201,471 км².",Занимает площадь двести одна целая четыреста семьдесят одна тысячная км2.
"Плотность населения — 77,2 чел./км².",Плотность населения — семьдесят семь целых две десятых чел./км2.
"Площадь 457,248 квадратного километра.",Площадь четыреста пятьдесят семь целых двести сорок восемь тысячных квадратного километра.
"Плотность 94,4 человека на квадратный километр.",Плотность девяносто четыре целых четыре десятых человека на квадратный километр.
"В низовьях скорость течения воды равна 0,1 м/с. Устье реки находится в 35 км по правому берегу Вертного.","В низовьях скорость течения воды равна ноль целых одна десятая м/с, Устье реки находится в тридцати пяти с половиной км по правому берегу Вертного."
"Сюжет второй демоверсии частично основан на главе «Коммуникационный центр» из раннего билда Half-Life (v0.52), события которой примерно соответствуют релизной главе «Ядро Лямбды».","Сюжет второй демоверсии частично основан на главе «Коммуникационный центр» из раннего билда Half-Life (v0.52), события которой примерно соответствуют релизной главе «Ядро Лямбды»."
"При этом  результаты российских юниорок (сумма баллов в команде) превысила результаты взрослых соотечественниц на 4,200 балла.",При этом результаты российских юниорок (сумма баллов в команде) превысила результаты взрослых соотечественниц на четыре целых двести пятьдесят сотых балла.
"Анна, Татьяна Набиева, Алия Мустафина, Рамиля Мусина и Ксения Афанасьева обыграли ближайших соперниц — гимнасток Японии — на четыре балла (173,850 и 169,850 соответственно).","Анна, Татьяна Набиева, Алия Мустафина, Рамиля Мусина и Ксения Афанасьева обыграли ближайших соперниц — гимнасток Японии — на четыре балла (сто девяносто три целых восемьсот пятьдесят и сто шестьдесят девять целых восемьсот пятьдесят тысячных соответственно)."
"Высота истока — 1645,2 м над уровнем моря (высота уреза воды озера Хубсугул).",Высота истока — одна тысяча шестьсот сорок пять целых две десятых м над уровнем моря (высота уреза воды озера Хубсугул).
"Среднегодовая температура — 1,6 °C. Средняя температура воздуха самого холодного месяца (января) составляет −14,4 °C (абсолютный минимум — −50 °С); самого тёплого месяца (июля) — 17,9 °C. Безморозный период длится в течение 99—123 дней.",Среднегодовая температура — одна целая шесть десятых C. Средняя температура воздуха самого холодного месяца (января) составляет минус четырнадцать целых четыре десятых C (абсолютный минимум — 50 С); самого тёплого месяца (июля) — семнадцать целых девять десятых C. Безморозный период длится в течение девяносто девять целых сто тридцать три сотых дней.
"Занимает площадь 150,12 км².",Занимает площадь сто пятьдесят целых двенадцать сотых км2.
"Занимает площадь 0,442 км².",Занимает площадь ноль целых четыреста сорок две тысячных км2.
"69,47 Радио России/ГТРК Алтай",шестьдесят девять целых сорок семь сотых Радио России/ГТРК Алтай
"104,8 Радио России/ГТРК Алтай",сто четыре целых восемь десятых Радио России/ГТРК Алтай
"По оценке редакции «Рейтинга Букмекеров», КХЛ будет получать от спонсора 1,3-1,5 млрд рублей за сезон.","По оценке редакции «Рейтинга Букмекеров», КХЛ будет получать от спонсора одна целая три десятых-одна с половиной млрд рублей за сезон."
"        21,176",двадцать одна целая сто семьдесят шесть тысячных
"        0,367",ноль целых триста шестьдесят семь тысячных
"При этом построении получается относительная ошибка в 0,83%.",При этом построении получается относительная ошибка в ноль целых восемьдесят три сотых%.
"Единственной лояльной царю силой оказались полицейские, которых в Петрограде насчитывалось всего около 3,5 тыс.","Единственной лояльной царю силой оказались полицейские, которых в Петрограде насчитывалось всего около трех с половиной тыс."
"В следующем году она завоевала бронзовую медаль на дистанции 7,5 км классическим стилем на Европейском зимнем молодежном олимпийском фестивале.",В следующем году она завоевала бронзовую медаль на дистанции семь с половиной км классическим стилем на Европейском зимнем молодежном олимпийском фестивале.
"Расстояние по автодороге до районного центра Шексны — 32,5 км, до центра муниципального образования Нестерово — 2,5 км.","Расстояние по автодороге до районного центра Шексны — тридцать два с половиной км, до центра муниципального образования Нестерово — два с половиной км."
"Занимает площадь 10,20 км².",Занимает площадь десять целых двадцать сотых км2.
"Среднегодовая температура воздуха — 2,5 °C. Средняя температура воздуха самого холодного месяца (января) — −12,6 °C (абсолютный минимум — −38 °C); самого тёплого месяца (июля) — 18,2 °C (абсолютный максимум — 36 °С).",Среднегодовая температура воздуха — два с половиной C. Средняя температура воздуха самого холодного месяца (января) — минус двенадцать целых шесть десятых C (абсолютный минимум — 38 C); самого тёплого месяца (июля) — восемнадцать целых две десятых C (абсолютный максимум — тридцать шесть десятых С (абсолютный максимум — тридцать шесть десятых С).
"Телефон оснащен дисплеем Super AMOLED Plus FHD + 6,7 дюйма.",Телефон оснащен дисплеем Super AMOLED Plus FHD плюс шесть целых семь десятых дюйма.
"Вглубь материка или острова не залетает, гнёзда устраивает на расстоянии не более 0,5 км от воды.","Вглубь материка или острова не залетает, гнёзда устраивает на расстоянии не более ноль с половиной км от воды."
"Протяжённость улицы составляет около 1,2 км.",Протяжённость улицы составляет около одной целой двух десятых км.
"Ближайшие к улице Катерников остановочные пункты железной дороги, Сосновая Поляна и Лигово, находятся на расстояниях около 2,6 км и 3,1 км по прямой от конца улицы соответственно.","Ближайшие к улице Катерников остановочные пункты железной дороги, Сосновая Поляна и Лигово, находятся на расстояниях около двух целых шести десятых км и трех целых одой десятой км по прямой от конца улицы соответственно."
"Около 3,5 тыс. человек (большинство из них женщины) умерли в результате операции.",Около трех с половиной тыс. человек (большинство из них женщины) умерли в результате операции.
"Утулик находится в водоохранной зоне озера Байкал, поэтому там запрещены экологически опасные производства, поэтому экологическое состояние Утулика можно оценить как благоприятное. в связи с этим Утулик становится популярным у туристов, и для защиты нетронутой природной среды от чрезмерного негативного нерегулируемого антропогенного влияния было запланировано создание природного парка «Утулик-Бабха» в качестве ООПТ регионального уровня общей площадью 7,2 га.","Утулик находится в водоохранной зоне озера Байкал, поэтому там запрещены экологически опасные производства, поэтому экологическое состояние Утулика можно оценить как благоприятное. в связи с этим Утулик становится популярным у туристов, и для защиты нетронутой природной среды от чрезмерного негативного нерегулируемого антропогенного влияния было запланировано создание природного парка «Утулик-Бабха» в качестве ООПТ регионального уровня в качестве ООПТ регионального уровня общей площадью семь целых две десятых га."
"Утулик находится в водоохранной зоне озера Байкал, поэтому там запрещены экологически опасные производства, поэтому экологическое состояние Утулика можно оценить как благоприятное. в связи с этим Утулик становится популярным у туристов, и для защиты нетронутой природной среды от чрезмерного негативного нерегулируемого антропогенного влияния было запланировано создание природного парка «Утулик-Бабха» в качестве ООПТ регионального уровня общей площадью 7,2 га.","Утулик находится в водоохранной зоне озера Байкал, поэтому там запрещены экологически опасные производства, поэтому экологическое состояние Утулика можно оценить как благоприятное. в связи с этим Утулик становится популярным у туристов, и для защиты нетронутой природной среды от чрезмерного негативного нерегулируемого антропогенного влияния было запланировано создание природного парка «Утулик-Бабха» в качестве ООПТ регионального уровня в качестве ООПТ регионального уровня общей площадью семь целых две десятых га."
"Опрыскивание поверхности изделий водой перед их выходом из печи снижает упёк на 0,5 % и способствует образованию глянца поверхности.",Опрыскивание поверхности изделий водой перед их выходом из печи снижает упёк на ноль с половиной % и способствует образованию глянца поверхности.
Полковник (пр. 07.1916).,"Полковник (пр. 07,1916)."
"Занимает площадь 55,85 км².",Занимает площадь пятьдесят пять целых восемьдесят пять сотых км2.
Приз «Серебряный Георгий» (включая 20.000 $) за лучший фильм конкурса «Перспективы»,Приз «Серебряный Георгий» (включая двадцать целых ноль тысяч $) за лучший фильм конкурса «Перспективы»
"Занимает площадь 623,453 км².",Занимает площадь шестьсот двадцать три целых четыреста пятьдесят три тысячных км2.
"Плотность населения — 3,8 чел./км².",Плотность населения — три целых восемь десятых чел./км2.
"Согласно Бюро переписи населения США, общая площадь города составляет 85.1 км², включая 84.6 км² суши и 0.5 км² водной поверхности.","Согласно Бюро переписи населения США, общая площадь города составляет восемьдесят пять целых одна десятая км2, включая восемьдесят четыре целых шесть десятых км2 суши и ноль с половиной км2 водной поверхности."
"Плотность населения была 1207,6 человек на км².",Плотность населения была одна тысяча двести семь целых шесть десятых человек на км2.
"91,04 % белых (включая 9,82 % латиноамериканцев)",девяносто одна целая четыре сотых % белых (включая девять целых восемьдесят две сотых % латиноамериканцев)
"0,66 % афроамериканцев",ноль целых шестьдесят шесть сотых % афроамериканцев
"0,65 % коренных американцев",ноль целых шестьдесят пять сотых % коренных американцев
"2,17 % азиатов",две целых семнадцать сотых % азиатов
"0,07 % выходцев с тихоокеанских островов",ноль целых семь сотых % выходцев с тихоокеанских островов
"3,08 % других рас",три целых восемь сотых % других рас
"Длина составляет около 51,2 км; площадь бассейна — 550,9 км².",Длина составляет около пятидесяти одной целой двух десятых км; площадь бассейна — пятьсот пятьдесят целых девять десятых км2.
"Средний расход воды — 17,4 м³/с.",Средний расход воды — семнадцать целых четыре десятых м3/с.
"Под строительство был выделен участок размером 4,5 га.",Под строительство был выделен участок размером четыре с половиной га.
"У работников завода есть возможность купить квартиру в этом комплексе в ипотеку под 7,3 % годовых — таких условий не предоставляет ни один банк.",У работников завода есть возможность купить квартиру в этом комплексе в ипотеку под семь целых три десятых % годовых — таких условий не предоставляет ни один банк.
"В общей сложности в Израиле наблюдались около 3,5 % известных в мире видов животных и растений, в основном благодаря близости к двум богатым биологическими видами морям — Средиземному и Красному.","В общей сложности в Израиле наблюдались около трех с половиной % известных в мире видов животных и растений, в основном благодаря близости к двум богатым биологическими видами морям — Средиземному и Красному."
"Длина головогруди самцов от 3,2 до 4,5 мм, у самок от 3,35 до 5,5 мм.","Длина головогруди самцов от трех целых двух десятых до четырех с половиной мм, у самок от трех целых тридцати пяти сотых до пяти с половиной мм."
"Самцы отличаются от прочих Agelenini строением гениталий, широким последним члеником педипальп цимбиумом (он в 1,5 раза длиннее своей ширины) с короткой вершиной; у всех других родов соотношение длины и ширины больше чем 1,5 и вершина цимбиума длиннее.","Самцы отличаются от прочих Agelenini строением гениталий, широким последним члеником педипальп цимбиумом (он в одном с половиной раза длиннее своей ширины) с короткой вершиной; у всех других родов соотношение длины и ширины больше чем один с половиной и вершина цимбиума длиннее."
Bergens Schakklub si heimeside (sjå 03.04.2008 med nekrolog av Øystein Brekke),Bergens Schakklub si heimeside (sj 03.04.2008 med nekrolog av ystein Brekke)
"    {\displaystyle k=1,2,}","\displaystyle k=1,2,"
"За последние два десятилетия значительно выросла сфера услуг, которая составляет теперь 67,4 % в ВВП штата.","За последние два десятилетия значительно выросла сфера услуг, которая составляет теперь шестьдесят семь целых четыре десятых % в ВВП штата."
1.1 диссертации Голубевой.,одна целая одна десятая диссертации Голубевой.
"В 7,3 км от устья по правому берегу реки впадает река Сарка.",В семи целых трех десятых км от устья по правому берегу реки впадает река Сарка.
"Деревня находится в северо-восточной части области, в подзоне южной тайги, на расстоянии примерно 0,5 километра (по прямой) к северо-востоку от города Данилова, административного центра района.","Деревня находится в северо-восточной части области, в подзоне южной тайги, на расстоянии примерно ноль с половиной километра (по прямой) к северо-востоку от города Данилова, административного центра района."
"Среднегодовая температура воздуха — +3,5 °C. Средняя температура воздуха самого холодного месяца (января) — −11,1 °C (абсолютный минимум — −46 °C); самого тёплого месяца (июля) — +18,2 °C (абсолютный максимум — +38 °C).",Среднегодовая температура воздуха — плюс три с половиной C. Средняя температура воздуха — плюс три с половиной C. Средняя температура воздуха самого холодного месяца (января) — минус одиннадцать с половиной C (абсолютный минимум — минус сорок шесть с половиной C); самого тёплого месяца (июля) — плюс восемнадцать целых две десятых C (абсолютный максимум — плюс восемнадцать целых две десятых C (абсолютный максимум — плюс тридцать восемь с половиной C).
"Среднегодовая скорость ветра — 4,7 м/с.",Среднегодовая скорость ветра — четыре целых семь десятых м/с.
"Площадь территории хутора составляет — 0,79 км2, на которые приходятся 0,62 % от общей площади сельского поселения.","Площадь территории хутора составляет — семьдесят девять целых семьдесят девять сотых км2, на которые приходятся ноль целых шестьдесят две сотых % от общей площади сельского поселения."
Плотность — 89.87 чел./км2.,Плотность — восемьдесят девять целых восемьдесят семь сотых чел./км2.
"Площадь озера — 1,5 км², площадь водосборного бассейна — 8,9 км².","Площадь озера — один с половиной км2, площадь водосборного бассейна — восемь целых девять десятых км2."
"Располагается на высоте 70,7 метров над уровнем моря.",Располагается на высоте семьдесят целых семь десятых метров над уровнем моря.
"Ближайшие — деревни Кохтусельга и Койвусельга — расположены в 7,5 км к северо-востоку и, соответственно, к юго-востоку от озера.","Ближайшие — деревни Кохтусельга и Койвусельга — расположены в семи с половиной км к северо-востоку и, соответственно, к юго-востоку от озера."
"Занимает площадь 17,44 км².",Занимает площадь семнадцать целых сорок четыре сотых км2.
"Среднегодовая температура воздуха — 3,5 °C. Средняя температура воздуха самого холодного месяца (января) — −13,3 °C (абсолютный минимум — −39,5 °C); самого тёплого месяца (июля) — 18 °C (абсолютный максимум — 37 °C).",Среднегодовая температура воздуха — три с половиной C. Средняя температура воздуха самого холодного месяца (января) — минус тринадцать целых три десятых C (абсолютный минимум — 38 C); самого тёплого месяца (июля) — восемнадцать с половиной C (абсолютный максимум — тридцать семь с половиной C).
"Финансовые потери от введения санкций ООН приблизительно равны $6,39 млрд.",Финансовые потери от введения санкций ООН приблизительно равны $шести целыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыыы Финансовые потери от введения санкций ООН приблизительно равны Финансовые потери от введения санкций ООН приблизительно
"Страны Африки — 0,15 % (0,5 млн долларов)-?",Страны Африки — ноль целых пятнадцать сотых % (ноль с половиной млн долларов)-?
"Расовый состав населения: белые — 98,79 %, афроамериканцы — 0,13 %, коренные американцы (индейцы) — 0,23 %, азиаты — 0,20 %, гавайцы — 0,02 %, представители других рас — 0,08 %, представители двух или более рас — 0,56 %.","Расовый состав населения: белые — девяносто восемь целых семьдесят девять сотых %, афроамериканцы — ноль целых девятнадцать сотых %, коренные американцы (индейцы) — ноль целых девятнадцать сотых %, азиаты — ноль целых двадцать сотых %, гавайцы — ноль целых две сотых %, представители двух или более рас — ноль целых пятьсот пятьдесят шесть сотых %."
"Испаноязычные составляли 0,47 % населения независимо от расы.",Испаноязычные составляли ноль целых сорок семь сотых % населения независимо от расы.
"Средний размер домашнего хозяйства составляет 2,48 человека, и средний размер семьи 2,92 человека.","Средний размер домашнего хозяйства составляет две целых сорок восемь сотых человека, и средний размер семьи две целых девяносто две сотых человека."
"Общая длина моста составляет 123,1 м, ширина — 12,8 м.","Общая длина моста составляет сто двадцать три целых одна десятая м, ширина — двенадцать целых восемь десятых м."
"Площадь — 30,5 км².",Площадь — тридцать с половиной км2.
"Высота: 5,20 м",Высота: пять целых двадцать сотых м
"Размах: 7,27 м",Размах: семь целых двадцать семь сотых м
"Электрическая система: 2,00 кВт в среднем.",Электрическая система: две целых ноль сотых кВт в среднем.
"Занимает площадь 13,32 км².",Занимает площадь тринадцать целых тридцать две сотых км2.
"Галактика имеет высокий темп звездообразования, 9,8 M⊙/год.","Галактика имеет высокий темп звездообразования, девять целых восемь десятых M/год."
"Сельскохозяйственные угодья составляли 1,3 млн га, из них:","Сельскохозяйственные угодья составляли одну целую три десятых млн га, из них:"
"пашня — 0,5 млн га,","пашня — ноль с половиной млн га,"
"железных дорог — 0,87 тыс. км,","железных дорог — ноль целых восемьдесят семь сотых тыс. км,"
"автодорог — 7,6 тыс. км (в том числе с твёрдым покрытием — 7,3 тыс. км).Газопроводы из Азербайджанской ССР и Северного Кавказа (через Тбилиси).",автодорог — семь целых шесть десятых тыс. км (в том числе с твёрдым покрытием — семь целых три десятых тыс. км).Газопроводы из Азербайджанской ССР и Северного Кавказа (через Тбилиси).
"«Сотбис» не установил начальную цену Alfa Romeo G1, но поскольку это единственный из известных сохранившихся экземпляров, эксперты полагают, что он может уйти за 1,5 миллиона долларов.","«Сотбис» не установил начальную цену Alfa Romeo G1, но поскольку это единственный из известных сохранившихся экземпляров, эксперты полагают, что он может уйти за один с половиной миллиона долларов."
"На летнем чемпионате СССР в Киеве превзошла всех своих соперниц и завоевала золотую медаль, при этом стала второй советской прыгуньей после Галины Филатовой, сумевшей взять планку в 1,90 метра.","На летнем чемпионате СССР в Киеве превзошла всех своих соперниц и завоевала золотую медаль, при этом стала второй советской прыгуньей после Галины Филатовой, сумевшей взять планку в одну целую девяносто сотых метра."
"Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх в Монреале — благополучно преодолела предварительный квалификационный этап прыжков в высоту, тогда как в финале с результатом 1,87 метра разместилась на шестой позиции.","Благодаря череде удачных выступлений удостоилась права защищать честь страны на летних Олимпийских играх в Монреале — благополучно преодолела предварительный квалификационный этап прыжков в высоту, тогда как в финале с результатом одна целая восемьдесят семь сотых метра разместилась на шестой позиции."
