q,a
"Список набрал 1,8 % голосов.",Список набрал одну целую восемь десятых % голосов.
"Занимает площадь 0,994 км².",Занимает площадь ноль целых девятьсот сорок четыре тысячных км2.
"Длина тела до 38,5 см. Обитает у берегов Мавритании, Южной Африки и Мозамбикского пролива.","Длина тела до сорока шести с половиной см. Обитает у берегов Мавритании, Южной Африки и Мозамбикского пролива."
"Площадь составляет 109,37 км², из которых 46,49 км² занимают леса;","Площадь составляет сто тринадцать целых тридцать семь сотых км2, из которых сорок шесть целых сорок девять сотых км2 занимают леса;"
"46,81 км² — водные территории и 16,07 км² — прочие земли.",сорок шесть целых восемьдесят одна сотая км2 — водные территории и шестнадцать целых семь сотых км2 — прочие земли.
"Для побережья характерны крутые обрывистые берега, высота которых может достигать 115,9 метров над уровнем моря.","Для побережья характерны крутые обрывистые берега, высота которых может достигать сто пятнадцать целых девять десятых метров над уровнем моря."
"Масса — 16,54 г.;",Масса — шестнадцать целых пятьдесят четыре сотых г.;
"Масса чистого серебра — 31,1 г.;",Масса чистого серебра — тридцать одна целая одна десятая г.;
"Диаметр — 38,6 мм;",Диаметр — тридцать восемь целых шесть десятых мм;
"По данным переписи населения Кыргызстана 2009 года, киргизы составляют 116 312 человек из 157 597 жителей района (или 73,8 %), таджики — 19 448 человека или 12,3 %, узбеки — 19 163 человека или 12,2 %, русские — 1239 человека или 0,8 %, турки — 318 человека или 0,2 %, татары — 245 человека или 0,2 %, хемшилы — 232 человека или 0,2 %.","По данным переписи населения Кыргызстана 2009 года, киргизы составляют сто шестнадцать тысячных человек из сто пятьдесят семь целых двести девяносто семь тысячных жителей района (или семьдесят три целых восемь десятых %), таджики — девятнадцать целых триста сорок восемь тысячных %, узбеки — девятнадцать целых двести сорок восемь тысячных %, узбеки — девятнадцать целых двести сорок восемь тысячных %, узбеки — девятнадцать целых двести сорок восемь тысячных %, узбеки — девятнадцать целых двести сорок восемь тысячных %, турки — двести сорок пять тысячных человека или ноль целых две десятых %, татары — двести сорок пять тысячных человека или две целых две десятых %."
"Индивидуальный прорыв Смит произошел на Олимпийских играх 1992 года в Барселоне, когда она пробежала в своем полуфинале 50,40 секунды, чтобы занять второе место в британском списке рекордсменов за все время после Кэти Кук и выйти в олимпийский финал.","Индивидуальный прорыв Смит произошел на Олимпийских играх 1992 года в Барселоне, когда она пробежала в своем полуфинале пятьдесят целых сорок сотых секунды, чтобы занять второе место в британском списке рекордсменов за все время после Кэти Кук и выйти в олимпийский финал."
"В финале она заняла восьмое место с результатом 50,87.",В финале она заняла седьмое место с результатом пятьдесят целых восемьдесят семь сотых.
"Смит завоевал еще одну бронзовую медаль на чемпионате Европы 1994 года в Хельсинки, на этот раз в индивидуальной гонке на 400 метров, за 51,30 секунды.","Смит завоевал еще одну бронзовую медаль на чемпионате Европы 1994 года в Хельсинки, на этот раз в индивидуальной гонке на 400 метров, за пятьдесят одну целую тридцать сотых секунды."
"На Играх Содружества она была четвертой в финале на 400 м в 51.49, прежде чем завоевать золотую медаль в эстафете, после дисквалификации первоначальных победителей, Австралии.","На Играх Содружества она была четвертой в финале на 400 м в пятьдесят одну целую сорок девять сотых, прежде чем завоевать золотую медаль в эстафете, после дисквалификации первоначальных победителей Австралии."
"Она завершила сезон 1994 года на чемпионате мира в Лондоне, заняв четвертое место на дистанции 400 метров (51,36), а затем объединилась с Линдой Киф, Мелани Ниф и Салли Ганнелл, чтобы выиграть эстафету 4 × 400 метров.","Она завершила сезон 1994 года на чемпионате мира в Лондоне, заняв четвертое место на дистанции 400 метров (сорок одна целая тридцать шесть сотых), а затем объединилась с Линдой Киф, Мелани Ниф и Салли Ганнелл, чтобы выиграть эстафету четыре  400 метров."
"Ранее в сезоне 1997 года в помещении она побила рекорд Великобритании в помещении на 400 метров с 51,69 балла в Бирмингеме, чтобы улучшить трехлетнюю отметку Салли Ганнелл в 51,72 балла.","Ранее в сезоне 1997 года в помещении она побила рекорд Великобритании в помещении на триста метров с пятьдесятю целыми шестьдесят девять сотых балла в Бирмингеме, чтобы улучшить трехлетнюю отметку Салли Ганнелл в пятьдесят одну целую семьдесят две сотых балла."
"Рекорд Смита продлится четыре года, пока Кэтрин Мерри не пробежит 50,53 балла в 2001 году.","Рекорд Смита продлится четыре года, пока Кэтрин Мерри не пробежит пятьдесят целых пятьдесят три сотых балла в 2001 году."
"По состоянию на 2015 год, лучший результат Смита-50,40, она занимает 6-е место в британском списке рекордсменов на дистанции более 400 метров.","По состоянию на 2015 год, лучший результат Смита-сорок целых сорок сотых, она занимает 6-е место в британском списке рекордсменов на дистанции более 400 метров."
"Из них 15 миллионов — мужчины и 14,2 миллиона — женщины.",Из них пятнадцать миллионов — мужчины и четырнадцать целых две десятых миллиона — женщины.
"В 2014 году женщины составляли 16,1 % рабочей силы в Афганистане.",В 2014 году женщины составляли шестнадцать целых одна десятая % рабочей силы в Афганистане.
"В стране высокий общий коэффициент рождаемости: по состоянию на 2015 год он составлял 5,33 рождённых ребёнка на одну женщину.",В стране высокий общий коэффициент рождаемости: по состоянию на 2015 год он составлял пять целых тридцать три сотых рождённых ребёнка на одну женщину.
"Только 21,2 % женщин пользовались контрацептивами в 2010/11 году.",Только двадцать одна целая две десятых % женщин пользовались контрацептивами в 2010/11 году.
"Среднегодовая температура воздуха — 3,2 °C. Средняя температура воздуха самого холодного месяца (января) — −11 °C (абсолютный минимум — −38 °C), средняя температура самого тёплого (июля) — 18 °С (абсолютный максимум — 37 °С).","Среднегодовая температура воздуха — три целых две десятых C (абсолютный минимум — 38 C), средняя температура самого тёплого (июля) — восемнадцать С (абсолютный максимум — тридцать семь с половиной С)."
"Видимая звёздная величина звезды — от +17,01m до +16,34m.",Видимая звёздная величина звезды — от плюс семнадцать целых одна сотаяm до плюс шестнадцать целых тридцать четыре сотыхm.
"Орбитальный период — около 0,2765 суток (6,636 часов).",Орбитальный период — около ноля целых двести пятьдесят пять тысячных суток (шесть целых шестьсот тридцать шесть тысячных часов).
"    {\displaystyle \{\{1,2,3,4\}\}}","\displaystyle \\одна целая две десятых, три целых четыре десятых\\"
"    {\displaystyle \{\{1,2,4,3\},\{1,4,3,2\},\{1,3,2,4\},\{4,2,3,1\},\{3,2,1,4\},\{2,1,3,4\}\}}","\displaystyle \\одна целая две десятых\,\одна целая две десятых\,\две целых две десятых\,\три целых две десятых\,\три целых две десятых\,\три целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\."
"    {\displaystyle \{\{1,3,4,2\},\{1,4,2,3\},\{3,2,4,1\},\{4,2,1,3\},\{4,1,3,2\},\{2,4,3,1\},\{3,1,2,4\},\{2,3,1,4\}\}}","\displaystyle \\одна целая три десятых\,\три целых две десятых\,\четыре целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\,\две целых две десятых\."
"    {\displaystyle \{\{2,3,4,1\},\{2,4,1,3\},\{3,1,4,2\},\{3,4,2,1\},\{4,1,2,3\},\{4,3,1,2\}\}}","\displaystyle \\две целых три десятых\,\две целых четыре десятых\,\три целых две десятых\,\три целых две десятых\,\три целых две десятых\,\три целых две десятых\,\четыре целых две десятых\,\четыре целых две десятых\,\четыре целых две десятых\,\четыре целых две десятых\."
"    {\displaystyle \{\{2,1,4,3\},\{4,3,2,1\},\{3,4,1,2\}\}}","\displaystyle \\две целых четыре десятых\,\четыре целых две десятых\,\четыре целых две десятых\,\три целых четыре десятых\,\три целых четыре десятых\,\три целых четыре десятых\."
"    {\displaystyle \{1,2,\dots ,n\}}","\displaystyle \одна целая две десятых,\dots n\"
В 1947 году согласно Указу Президиума ВС РСФСР от 12.03.1947 года образован Осаново-Дубовский поселковый совет с центром в посёлке Осаново-Дубовое в пригородной зоне города Шатуры.,В 1947 году согласно Указу Президиума ВС РСФСР от 12.03.1947 года образован Осаново-Дубовский поселковый совет с центром в посёлке Осаново-Дубовое в пригородной зоне города Шатуры.
"Иван Никитович Бишовец иногда Бышовец (25.05.1920, Ядловка, Козелецкий уезд, Черниговская губерния — 04.10.1989, Чимкент, КазССР, СССР) — командир расчёта 120-мм миномёта 617-го стрелкового полка 199-й стрелковой дивизии 49-й армии 2-го Белорусского фронта, младший сержант — на момент представления к награждению орденом Славы 1-й степени.","Иван Никитович Бишовец иногда Бышовец (две целых девятнадцать сотых, Ядловка, Козелецкий уезд, Черниговская губерния — 04.10.1989, Чимкент, КазССР, СССР) — командир расчёта двести семнадцать тысячных миномёта двести семнадцать тысячных стрелкового полка сто девяносто семь тысячных стрелкового полка сто девяносто семь тысячных стрелкового полка сто девяносто семь тысячных стрелкового полка сто девяносто семь тысячных стрелкового полка сто девяносто семь тысячных стрелкового полка сто девяносто семь тысячных дивизии сорок девять целых пятьдесят девять сотых."
"Занимает площадь 78,83 км².",Занимает площадь семьдесят восемь целых восемьдесят три сотых км2.
"С 1852 по 1882 годы потратил на освоение Севера и Северного морского пути 1,7 миллиона рублей, что привело его к банкротству.","С 1852 по 1882 годы потратил на освоение Севера и Северного морского пути одну целую семь десятых миллиона рублей, что привело его к банкротству."
"За передачу месторождения из федерального фонда «Газпром» заплатил 3,7 млрд руб.",За передачу месторождения из федерального фонда «Газпром» заплатил три целых семь десятых млрд руб.
"Ввод в эксплуатацию Крузенштернского месторождения планируется в 2022—2024 годах, выход на проектную мощность — 33,0 млрд м3 газа — в 2025—2027 годах.","Ввод в эксплуатацию Крузенштернского месторождения планируется в двести двадцать две целых двести двадцать две сотых годах, выход на проектную мощность — тридцать три целых ноль десятых млрд м3 газа — в двести двадцать пять целых двадцать семь сотых млрд м3 газа — в двести двадцать пять целых двадцать семь сотых млрд м3 газа — в двести двадцать пять целых двадцать семь сотых млрд м3 газа — в двести двадцать пять целых двадцать семь сотых годах."
"Занимает площадь 3,09 км².",Занимает площадь три целых девять сотых км2.
— P. 159—178. — doi:10.1533/9781780634647.159.,P. сто пятьдесят восемь целых сто семьдесят восемь тысячных. — doi:10/девяносто три целых четыреста сорок три тысячных/девяносто три целых пятьсот сорок семь тысячных.
"7,5 сезонов (1992—1998) отыграл в клубе «Динамо-Газовик»/«Тюмень» (85 игр в высшей лиге).",семь сезонов (девяносто две целых девяносто восемь сотых сезонов (девяносто две целых девяносто восемь сотых—девяносто восемь сотых) отыграл в клубе «Динамо-Газовик»/«Тюмень» (сорок пять игр в высшей лиге).
"В Посадасе функционирует аэропорт Aeropuerto Libertador Don José De San Martín, связывающий провинцию Мисьонес со столицей страны Буэнос-Айресом, отстоящей от Посадаса на 1,300 километров.","В Посадасе функционирует аэропорт Aeropuerto Libertador Don Jos De San Martn, связывающий провинцию Мисьонес со столицей страны Буэнос-Айресом, отстоящей от Посадаса на одну целую двести пятьдесят сотых километров."
"Соревнования по боксу в весовой категории до 57,2 кг среди мужчин на летних Олимпийских играх 1908 прошли 27 октября.",Соревнования по боксу в весовой категории до пятьдесят семь целых две десятых кг среди мужчин на летних Олимпийских играх 1908 прошли двадцать семь октября.
"Пункт 4.5. политики звучит «Raising the Visibility of Maritime Europe», что можно перевести как «привлечение внимания к морской деятельности Европы».","Пункт четыре с половиной политики звучит «Raising the Visibility of Maritime Europe», что можно перевести как «привлечение внимания к морской деятельности Европы»."
— DOI 10.34685/ HI.2021.84.37.007.,DOI десять целых триста шестьдесят пять тысячных/ HI.2021. восемьдесят четыре целых ноль тысячных.
DOI 10.34685/HI .2022.19.65.005 https://cyberleninka.ru/article/n/morskoe-nematerialnoe-nasledie-v-spiskah-nematerialnogo-kulturnogo-naslediya-yunesko,DOI десять целых четыреста пятьдесят пять тысячных/HI . двести двадцать две целых девятнадцать сотых https://cyberleninka.ru/article/n/morskoe-nematerialnoe-настроение-в-spiskah-nematerialnoго-kulturnoго-настроения-yunesko
(Принята в г. Париже 02.11.2001 на 31-й сессии Генеральной конференции ЮНЕСКО)Документы Парламентской Ассамблеи Европы,(Принята в г. Париже 02.11.2001 на тридцать одной целой трех сотых сессии Генеральной конференции ЮНЕСКО)Документы Парламентской Ассамблеи Европы (Принята в г. Париже 02.11.2001 на тридцать одной целой трех сотых на тридцать первой сессии Генеральной конференции ЮНЕСКО)Документы Парламентской Ассамблеи Европы (Принята в г. Париже 02.11.2001 на тридцать одной целой трех сотых на тридцать первой сессии Генеральной конференции ЮНЕСКО)
"Программа построена большей частью на основе библиотек и возможностей MacOS, начиная с версии 10.4 и далее.","Программа построена большей частью на основе библиотек и возможностей MacOS, начиная с версии десять целых четыре десятых и далее."
Самая последняя версия Scrivener для Mac OS X — это версия 3.3.6.,Самая последняя версия Scrivener для Mac OS X — это версия три целых шесть десятых (это версия три целых шесть десятых).
Версия для прямой продажи может быть установлена на ноутбуках с системой Mac OS X 10.6 (Snow Leopard) или более поздними.,Версия для прямой продажи может быть установлена на ноутбуках с системой MacOS X десять целых шесть десятых (Snow Leopard) или более поздними.
"Та же версия может быть приобретена в Mac App Store, но поскольку приложение Mac App Store работает только на версиях Mac OS X начиная с 10.7, купленная там программа не доступна для покупки и установки на OS 10.6.","Та же версия может быть приобретена в Mac App Store, но поскольку приложение Mac OS X начиная с десяти целых семи десятых, купленная там программа не доступна для покупки и установки на OS десять целых шесть десятых."
"Компания также делает Scrivener 2.5 доступным для более ранней версии OS X, но утверждает, что это «последняя версия программного обеспечения, которая была сделана для систем PPC или Intel на базе OS X 10.4 или 10».","Компания также делает Scrivener две с половиной доступным для более ранней версии OS X, но утверждает, что это «последняя версия программного обеспечения, которая была сделана для систем PPC или Intel на базе OS X десять целых четыре десятых или десять»."
"Эта версия доступна на странице прямой продажи в боковой панели, озаглавленной «Mac OS X 10.4-5 and PowerPC».","Эта версия доступна на странице прямой продажи в боковой панели, озаглавленной «Mac OS X десять целых четыре десятых-5 and PowerPC»."
"В дополнение к релизам второй версии Scrivener, страница прямого скачивания предоставляет доступ к устаревшей версии 1.54, но её лицензии больше недоступны для приобретения.","В дополнение к релизам второй версии Scrivener, страница прямого скачивания предоставляет доступ к устаревшей версии одна целая пятьдесят четыре сотых, но её лицензии больше недоступны для приобретения."
Выпуск 1.54 совместим с версиями 10.4 по 10.6 Mac OS X.,Выпуск одна целая пятьдесят четыре сотых совместим с версиями десять целых четыре десятых по десять целых шесть десятых Mac OS X.
Самая последняя версия Scrivener для Windows — это 3.1.5.1 (от 05.04.2023).,Самая последняя версия Scrivener для Windows — это три целых пять сотых (от 05.04.2023)
"Среднегодовая температура воздуха составляет −5,3 — +3 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −28 — −24 °С (абсолютный минимум — −55 °С), температура самого тёплого (июля) — 16 — 19 °С (абсолютный максимум — 40 °С).","Среднегодовая температура воздуха составляет минус пять целых три десятых — плюс три С. Средняя многолетняя температура воздуха составляет минус двадцать восемь целых три десятых — плюс три С. Средняя многолетняя температура воздуха составляет минус двадцать восемь целых три десятых — плюс три С (абсолютный минимум — минус пятьдесят с половиной С), температура самого тёплого (июля) — шестнадцать целых девятнадцать сотых С (абсолютный максимум — сорок с половиной С)."
"Половой составПо данным Всероссийской переписи населения 2010 года в гендерной структуре населения мужчины составляли 52,5 %, женщины — соответственно 47,5 %.","Половой составПо данным Всероссийской переписи населения 2010 года в гендерной структуре населения мужчины составляли пятьдесят два с половиной %, женщины — соответственно сорок семь с половиной %."
"Pihemanu Kauihelani) — атолл площадью 6,23 км², расположенный в северной части Тихого океана (в западной группе Гавайского архипелага).","Pihemanu Kauihelani) — атолл площадью шесть целых двадцать три сотых км2, расположенный в северной части Тихого океана (в западной группе Гавайского архипелага)."
"Геологический возраст атолла составляет 28,3 миллиона лет — это древнейший остров в цепочке Гавайских островов.",Геологический возраст атолла составляет двадцать восемь целых три десятых миллиона лет — это древнейший остров в цепочке Гавайских островов.
"Вторжение началось ранним утром 7 октября с ракетного обстрела Израиля из сектора Газа (от 2,5 до 5 тыс. ракет) и проникновения более 2500 боевиков с земли, моря и по воздуху на израильскую территорию, включая приграничные кибуцы и город Сдерот.","Вторжение началось ранним утром семь октября с ракетного обстрела Израиля из сектора Газа (от двух с половиной до пяти с половиной тыс. ракет) и проникновения более две тысяча двести двести боевиков с земли, моря и по воздуху на израильскую территорию, включая приграничные кибуцы и город Сдерот."
"ООН призвало отменить данное предписание, поскольку перемещение 1,1 миллиона человек «будет иметь разрушительные гуманитарные последствия».","ООН призвало отменить данное предписание, поскольку перемещение одна целая одна десятая миллиона человек «будет иметь разрушительные гуманитарные последствия»."
"21 декабря в отчёте комплексной классификации этапов продовольственной безопасности (IPC) говорится, что все 2,3 миллиона жителей сектора Газа сталкиваются с кризисным уровнем голода и риск голода возрастает с каждым днём по мере продолжения войны между Израилем и ХАМАС.",двадцать две целых три десятых миллиона жителей сектора Газа сталкиваются с кризисным уровнем голода и риск голода возрастает с каждым днём по мере продолжения войны между Израилем и ХАМАС.
"Ожидается, что экономика Израиля снизится на 2 % в 2023 году по сравнению с предыдущей оценкой в 2,7 %, сообщило министерство финансов Израиля 23 ноября.","Ожидается, что экономика Израиля снизится на две % в 2023 году по сравнению с предыдущей оценкой в две целых семь десятых %, сообщило министерство финансов Израиля двадцать три ноября."
"На 2024 год министерство прогнозирует рост на 1,6 % в качестве своей основной оценки.",На двести двадцать четыре года министерство прогнозирует рост на одну целую шесть десятых % в качестве своей основной оценки.
"Серия фильмов заработала более 4,5 миллиардов долларов по состоянию на 2019 год, заняв 14-е место в списке самых кассовых медиафраншиз.","Серия фильмов заработала более четырех с половиной миллиардов долларов по состоянию на 2019 год, заняв четырнадцать-е место в списке самых кассовых медиафраншиз."
Вторую часть (имела дробное название — 2.5) начали показывать с января 2006 года.,Вторую часть (имела дробное название — две целых пять сотых начали показывать с января 2006 года.
Вторая половина финального сезона анонсировалась под дробным номером 4.5.,Вторая половина финального сезона анонсировалась под дробным номером четыре с половиной.
"Далее избирком зарегистрировал инициативную группу которой предстоит собрать не менее 13,7 тысячи подписей (2% от количества зарегистрированных избирателей) в поддержку референдума.",Далее избирком зарегистрировал инициативную группу которой предстоит собрать не менее тринадцать целых семь десятых тысячи подписей (2% от количества зарегистрированных избирателей) в поддержку референдума.
"В 1994 в Тирасполе Евгений Куликов и группа «Куликово поле» представили концертную программу «Любовь на «Куликовом поле», а в 1996 в Петровске — программу «На краю земли».В 1997 в Пензе на стадионе «Труд» состоялись концерты, посвященные 10-летию группы «Куликово поле».В 2017 году к 30-летию создания группы «Куликово поле» Евгений Куликов подготовил Юбилейный Творческий вечер — концерт-спектакль «Прожить несколько жизней»В 2020 году Евгений Куликов провёл «Медиамарафон» — каждый день в течение недельного интервью отвечал на вопросы журналистов и публики.Большинство песен записано на собственной студии группы в Пензе, а также в Москве в студиях «Тон-ателье» Александра Кальянова, «ГАЛА», «ГДРЗ» / Государственный дом радиовещания и звукозаписи, студии № 3 и № 5.В истории группы есть и такой, весьма примечательный эпизод:  30.11.1989 г в ГДРЗ, в записи композиции «Ангел-Хранитель» (муз.","В 1994 в Тирасполе Евгений Куликов и группа «Куликово поле» представили концертную программу «Любовь на «Куликовом поле», а в 1996 в Петровске — программу «На краю земли».В 1997 году к 30-летию создания группы «Куликово поле» Евгений Куликов и группа «Куликово поле» подготовили «Медиамарафон» — каждый день в течение недельного интервью отвечал на собственной студии группы в Пензе, а также в Москве в студиях «Тон-ателье» Александра Кальянова, «ГАЛА», «ГДРЗ» / Государственный дом радиовещания и звукозаписи, студии No три и No пять."
"Қӯштеппа, до 2008 года — Дитрова 1,2,3) — село в районе Рудаки Республики Таджикистан.","штеппа, до 2008 года — Дитрова (одна целая две десятых) — село в районе Рудаки Республики Таджикистан."
"выше по течению на расстоянии в 2,5 км расположено село Гребениковка (Тростянецкий район),","выше по течению на расстоянии в двух с половиной км расположено село Гребениковка (Тростянецкий район),"
"ниже по течению на расстоянии в 6,5 км расположено село Верхняя Сыроватка (Сумский район),","ниже по течению на расстоянии в шесть с половиной км расположено село Верхняя Сыроватка (Сумский район),"
"Среднегодовая температура воздуха — 2,5 °C. Средняя температура воздуха самого холодного месяца (января) — −12,6 °C (абсолютный минимум — −38 °C); самого тёплого месяца (июля) — 18,2 °C (абсолютный максимум — 36 °С).",Среднегодовая температура воздуха — два с половиной C. Средняя температура воздуха самого холодного месяца (января) — минус двенадцать целых шесть десятых C (абсолютный минимум — 38 C); самого тёплого месяца (июля) — восемнадцать целых две десятых C (абсолютный максимум — тридцать шесть десятых С (абсолютный максимум — тридцать шесть десятых С).
"Вариативные шрифты OpenType (англ. OpenType variable fonts) — расширение спецификации OpenType, появившееся в OpenType 1.8.","Вариативные шрифты OpenType (англ. OpenType variable fonts) — расширение спецификации OpenType, появившееся в OpenType одна целая восемь десятых."
"На агрегаторе рецензий Rotten Tomatoes фильм имеет рейтинг одобрения 92 % на основе 201 рецензии со средней оценкой 7,7 из 10.",На агрегаторе рецензий Rotten Tomatoes фильм имеет рейтинг одобрения девяносто две целых девяносто две сотых % на основе двести одна рецензии со средней оценкой семь целых семь десятых из 10.
"Пакет перевязочный индивидуальный ППИ-1 состоит из марлевого бинта (10 см × 7 м) и двух ватно-марлевых подушечек (17,5 × 32 см), одна из которых фиксирована на расстоянии 12—17 см от конца бинта, а другую можно передвигать по бинту на нужное расстояние.","Пакет перевязочный индивидуальный ППИ-1 состоит из марлевого бинта (десять с половиной  семь м) и двух ватно-марлевых подушечек (тринадцать с половиной  тридцать две с половиной см), одна из которых фиксирована на расстоянии двенадцать с половиной  тридцать две с половиной см от конца бинта, а другую можно передвигать по бинту на нужное расстояние."
"// Разработан Госстандартом России, принят Межгосударственным Советом по стандартизации, метрологии и сертификации 21.10.1993 г. (взамен одноимённых ГОСТов: ГОСТ 1179-70, ГОСТ Р 50167-92).","// Разработан Госстандартом России, принят Межгосударственным Советом по стандартизации, метрологии и сертификации двадцать одна целая девяносто семь сотых г. (взамен одноимённых ГОСТов: ГОСТ сто семьдесят девять целых семьдесят сотых, ГОСТ Р пятьсот сто пятьдесят одна тысяча двести шестьдесят семь тысячных-92)."
"Гендерный составПо данным Всероссийской переписи населения 2010 года в гендерной структуре населения из 274 человек мужчин — 130, женщин — 144	(47,4 и 52,6 % соответственно)",Гендерный составПо данным Всероссийской переписи населения 2010 года в гендерной структуре населения из двести семьдесят четыре человек мужчин — сто пятьдесят четыре целых пятьдесят четыре десятых женщин — сто сорок четыре целых четыре десятых % соответственно)
"«Подъезд к пос. Веселый» (идентификационный номер 52 ОП МЗ Н-214) длиной 1,50 км..",«Подъезд к пос. Веселый» (идентификационный номер пятьдесят две целых ОП МЗ Н-сто девяносто четыре сотых км..
№ 0113838 / Реестр наименований географических объектов на территорию Омской области по состоянию на 13.12.2018 // Государственный каталог географических названий / rosreestr.ru.,"No ноль целых двести тридцать восемь тысячных / Реестр наименований географических объектов на территорию Омской области по состоянию на тринадцать целых двести тридцать восемь тысячных // Государственный каталог географических названий / rosreestr,ru."
"Площадь общины составляет 2,1 км².",Площадь общины составляет две целых одна десятая км2.
